text	set	id	type
<br>
<br><b>Along for the Ride</b> (1 copy)
<br><img src=""red.png"">
<br>5 Attack
<br><i>Teleport</i>
<br>When you play or <i>Teleport</i> this card, you may also <b>'Teleport</b>' up to three other cards from your hand.
<br>Cost: 7
<br>"	Dark City	Nightcrawler (DC)	Heroes

"<font size='5'>Professor X</font>
<br><font size='3'><i>X-Men</i></font>
<br>
<br><b>Class Dismissed</b> (5 copies)
<br><img src=""yellow.png"">
<br>2 Recruit
<br>You may put a Hero from the HQ on the bottom of the Hero Deck.
<br><img src=""yellow.png"">: You may KO a card from your hand or discard pile.
<br>Cost: 3
<br><font size='1'><i>""What do they call you? Wheels?""</i></font>
<br>
<br><b>Psionic Astral Form</b> (5 copies)
<br><img src=""blue.png"">
<br>1+ Attack
<br>X-Men: You get +2 Attack.
<br>Cost: 2
<br><font size='1'><i>In a plane of pure mental energy, Xavier's body is as powerful as his mind.</i></font>
<br>
<br><b>Telepathic Probe</b> (3 copies)
<br><img src=""blue.png"">
<br>3 Attack
<br>Reveal the top card of the Villain Deck. If it's a Bystander, you may rescue it. If it's a Villain, you may fight it this turn.
<br>Cost: 5
<br>
<br><b>Mind Control</b> (1 copy)
<br><img src=""red.png"">
<br>6 Attack
<br>Whenever you defeat a Villain this turn, you may gain it. It becomes a grey Hero with no text that gives +Attack equal to its Attack. (You still get its VP.)
<br>Cost: 8
<br>"	Dark City	Professor X (DC)	Heroes

"<font size='5'>Punisher</font>
<br><font size='3'><i>Marvel Knights</i></font>
<br><font size='1'><i>Art contains a gun</i></font>
<br>
<br><b>Boom Goes the Dynamite</b> (5 copies)
<br><img src=""silver.png"">
<br>Reveal the top card of your deck. If it costs 0, KO it.
<br><img src=""silver.png"">: Draw a card.
<br>Cost: 2
<br><font size='1'><i>The Punisher always knows which cops are corrupt.</i></font>
<br>
<br><b>Hail of Bullets</b> (5 copies)
<br><img src=""silver.png"">
<br>2+ Attack
<br>Reveal the top card of the Villain Deck. If it's a Villain, you get +Attack equal to its printed VP.
<br><img src=""silver.png"">, <img src=""silver.png"">: You may defeat that Villain for free.
<br>Cost: 5
<br>
<br><b>Hostile Interrogation</b> (3 copies)
<br><img src=""green.png"">
<br>2+ Recruit
<br><img src=""green.png"">: Each other player reveals the top card of their deck. If that card costs 4 or more, discard it. You get +1 Recruit for each card discarded this way.
<br>Cost: 3
<br>
<br><b>The Punisher</b> (1 copy)
<br><img src=""silver.png"">
<br>4+ Attack
<br>Reveal cards from the Hero Deck until you have revealed two cards with the same Cost. You get +1 Attack for each card revealed this way. Put them on the bottom of the Hero Deck in random order.
<br>Cost: 8
<br>"	Dark City	Punisher (DC)	Heroes

"<font size='5'>Wolverine</font>
<br><font size='3'><i>X-Force</i></font>
<br>
<br><b>Animal Instincts</b> (5 copies)
<br><img src=""yellow.png"">
<br>0+ Attack
<br>Draw a card.
<br><img src=""yellow.png"">: You get +2 Attack.
<br>Cost: 2
<br><font size='1'><i>To avoid injury, it's best to keep a distance from Wolverine of at least 5,000 miles.</i></font>
<br>
<br><b>Sudden Ambush</b> (5 copies)
<br><img src=""red.png"">
<br>2+ Attack
<br>If you drew any extra cards this turn, you get +2 Attack.
<br>Cost: 4
<br>
<br><b>No Mercy</b> (3 copies)
<br><img src=""green.png"">
<br>Draw a card.
<br>You may KO a card from your hand or discard pile.
<br>Cost: 4
<br>
<br><b>Reckless Abandon</b> (1 copy)
<br><img src=""red.png"">
<br>3 Attack
<br>Count the number of extra cards you drew this turn. Draw that many cards.
<br>Cost: 7
<br>
<br>
<br>"	Dark City	Wolverine (DC)	Heroes

"<font size='5'>Human Torch</font>
<br><font size='3'><i>Fantastic Four</i></font>
<br>
<br><b>Call for Backup</b> (5 copies)
<br><img src=""yellow.png"">
<br>2+ Recruit
<br>You may KO a Wound from your hand or discard pile. If you do, you get +1 Recruit.
<br>Cost: 3
<br><font size='1'><i>The Fantastic Four has access to all sorts of communications; Johnny prefers his own methods.</i></font>
<br>
<br><b>Hothead</b> (5 copies)
<br><img src=""blue.png"">
<br>4 Attack
<br>You gain a Wound.
<br>Cost: 4
<br><font size='1'><i>""I like to know my limits. So I can break them.""</i></font>
<br>
<br><b>Flame On!</b> (3 copies)
<br><img src=""blue.png"">
<br>4+ Attack
<br><i>Focus 6 Recruit -></i> You get +4 Attack.
<br>Cost: 6
<br>
<br><b>Nova Flame</b> (1 copy)
<br><img src=""blue.png"">
<br>6+ Attack
<br>Fantastic Four: You get +1 Attack for each city space that contains a Villain.
<br>Cost: 8
<br>"	Fantastic Four	Human Torch (FF)	Heroes

"<font size='5'>Invisible Woman</font>
<br><font size='3'><i>Fantastic Four</i></font>
<br>
<br><b>Disappearing Act</b> (5 copies)
<br><img src=""red.png"">
<br>2 Recruit
<br><i>Focus 2 Recruit -></i> You may KO a card from your hand or discard pile.
<br>Cost: 4
<br><font size='1'><i>""Now you see it...Now you don't!""</i></font>
<br>
<br><b>Four of a Kind</b> (5 copies)
<br><img src=""blue.png"">
<br>2+ Attack
<br>If you played any other cards that cost 4 this turn, you get +2 Attack.
<br>Cost: 4
<br><font size='1'><i>A family that plays together stays together.</i></font>
<br>
<br><b>Unseen Rescue</b> (3 copies)
<br><img src=""red.png"">
<br>2 Attack
<br><i>Focus 2 Recruit -></i> Rescue a Bystander. You may only use this ability up to four times this turn.
<br>Cost: 4
<br><font size='1'><i>""If seeing is believing, you are not going to believe this.""</i></font>
<br>
<br><b>Invisible Barrier</b> (1 copy)
<br><img src=""red.png"">
<br>5 Attack
<br>If an ambush effect would occur, you may reveal this card and draw two cards instead.
<br>Cost: 7
<br>"	Fantastic Four	Invisible Woman (FF)	Heroes

"<font size='5'>Mr. Fantastic</font>
<br><font size='3'><i>Fantastic Four</i></font>
<br>
<br><b>Twisting Equations</b> (5 copies)
<br><img src=""silver.png"">
<br>2 Recruit
<br><i>Focus 2 Recruit -></i> When you draw a new hand of cards at the end of this turn, draw an extra card.
<br>Cost: 3
<br><font size='1'><i>""I consider the laws of physics more like guidelines.""</i></font>
<br>
<br><b>Unstable Molecules</b> (5 copies)
<br><img src=""silver.png"">
<br>Draw two cards.
<br>Cost: 5
<br><font size='1'><i>Reed Richards has an idea for a new costume material, but it's a stretch.</i></font>
<br>
<br><b>One Gigantic Hand</b> (3 copies)
<br><img src=""yellow.png"">
<br>1+ Attack
<br>Fantastic Four: You get +1 Attack for each card in your hand.
<br>Cost: 5
<br><font size='1'><i>""Most of my career is thinking. Then there's this.""</i></font>
<br>
<br><b>Ultimate Nullifier</b> (1 copy)
<br><img src=""silver.png"">
<br>4+ Attack
<br>If an Enemy you fight this turn would have a fight effect, you may cancel that effect instead.
<br><i>Focus 1 Recruit -></i> You get +1 Attack usable only against the Mastermind.
<br>Cost: 7
<br>"	Fantastic Four	Mr. Fantastic (FF)	Heroes

"<font size='5'>Silver Surfer</font>
<br><font size='3'><i>(Unaffiliated)</i></font>
<br>
<br><b>Epic Destiny</b> (5 copies)
<br><img src=""green.png"">
<br>2 Recruit
<br><i>Focus 6 Recruit -></i> Defeat a Villain of 5 Attack or 6 Attack.
<br>Cost: 4
<br><font size='1'><i>""Master? Galactus had been my master! You - are but - a flea!""</i></font>
<br><font size='1'><i>Art contains a gun</i></font>
<br>
<br><b>Warp Speed</b> (5 copies)
<br><img src=""red.png"">
<br>2 Recruit
<br><i>Focus 2 Recruit -></i> Draw a card.
<br>Cost: 3
<br><font size='1'><i>""Engage!""</i></font>
<br>
<br><b>The Power Cosmic</b> (3 copies)
<br><img src=""blue.png"">
<br>3 Recruit
<br>0+ Attack
<br><i>Focus 9 Recruit -></i> You get +9 Attack.
<br>Cost: 6
<br><font size='1'><i>As a Herald, Surfer selected many planets for the Devourer of Worlds, until Earth taught him compassion.</i></font>
<br>
<br><b>Energy Surge</b> (1 copy)
<br><img src=""blue.png"">
<br>Double the Recruit you have.
<br>Cost: 7
<br><font size='1'><i>Finding extra power is not a problem for the Silver Surfer. His power is immeasurable.</i></font>
<br>"	Fantastic Four	Silver Surfer (FF)	Heroes

"<font size='5'>Thing</font>
<br><font size='3'><i>Fantastic Four</i></font>
<br>
<br><b>It Started on Yancy Street</b> (5 copies)
<br><img src=""yellow.png"">
<br>2+ Recruit
<br>Fantastic Four: You get +2 Recruit.
<br>Cost: 3
<br><font size='1'><i>Yancy Street is Thing's turf. Trespass at your own risk.</i></font>
<br>
<br><b>Knuckle Sandwich</b> (5 copies)
<br><img src=""green.png"">
<br>3 Recruit
<br>0+ Attack
<br><i>Focus 3 Recruit -></i> You get +2 Attack.
<br>Cost: 5
<br><font size='1'><i>Recipe prep time: 3 seconds. Serves: 20</i></font>
<br>
<br><b>Crime Stopper</b> (3 copies)
<br><img src=""green.png"">
<br>4 Attack
<br>Whenever you defeat a Villain in the Bank this turn, rescue a Bystander.
<br><i>Focus 1 Recruit -></i> Move a Villain to an adjacent city space. If another Villain is already there, swap them.
<br>Cost: 6
<br>
<br><b>It's Clobberin' Time!</b> (1 copy)
<br><img src=""green.png"">
<br>5+ Attack
<br><img src=""green.png"">: You get +3 Attack for each other <img src=""green.png""> card you played this turn.
<br>Cost: 8
<br><font size='1'><i>Thing doesn't wear a watch, but he's happy to tell you what time it is.</i></font>
<br>
<br>
<br>"	Fantastic Four	Thing (FF)	Heroes

"<font size='5'>Black Cat</font>
<br><font size='3'><i>Spider Friends</i></font>
<br>
<br><b>Casual Bank Robbery</b> (5 copies)
<br><img src=""red.png"">
<br>2+ Recruit
<br><i>Wall-Crawl</i>
<br>You get another +1 Recruit usable only to recruit the Hero in the HQ Space under the Bank.
<br>Cost: 4
<br>
<br><b>Pickpocket</b> (5 copies)
<br><img src=""red.png"">
<br>0+ Attack
<br><i>Wall-Crawl</i>
<br>Reveal the top card of any player's deck. You get +Attack equal to that card's printed Recruit plus its printed Attack.
<br>Cost: 1
<br><font size='1'><i>Art contains a gun</i></font>
<br>
<br><b>Jinx</b> (3 copies)
<br><img src=""yellow.png"">
<br>3 Attack
<br>Each player reveals the top card of their deck. Choose any number of those cards to be discarded.
<br>Cost: 5
<br><font size='1'><i>Bad luck comes to all who cross Black Cat's path.</i></font>
<br>
<br><b>Cat Burglar</b> (1 copy)
<br><img src=""red.png"">
<br>5+ Attack
<br>Each other player reveals a <img src=""red.png""> Hero or chooses a Bystander from their Victory Pile. You rescue those Bystanders.
<br>Spider Friends: You get +1 Attack for each Bystander you rescued this turn.
<br>Cost: 8
<br>"	Paint the Town Red	Black Cat (PTT)	Heroes

"<font size='5'>Moon Knight</font>
<br><font size='3'><i>Marvel Knights</i></font>
<br>
<br><b>Climbing Claws</b> (5 copies)
<br><img src=""silver.png"">
<br>2+ Recruit
<br><i>Wall-Crawl</i>
<br><img src=""yellow.png"">: You get +1 Recruit.
<br>Cost: 3
<br><font size='1'><i>Criminals feel the cold light of the moon on their sins...but they never think to look up.</i></font>
<br>
<br><b>Lunar Communion</b> (5 copies)
<br><img src=""yellow.png"">
<br>2 Attack
<br><i>Wall-Crawl</i>
<br>Whenever you defeat a Villain on the Rooftops this turn, you may KO one of your cards or a card from your discard pile.
<br>Cost: 3
<br>
<br><b>Crescent Moon Darts</b> (3 copies)
<br><img src=""silver.png"">
<br>3 Attack
<br>Reveal the top card of your deck. If it's <img src=""yellow.png""> or <img src=""silver.png"">, draw it.
<br>Cost: 5
<br><font size='1'><i>Villains face the crescent moon's judgment. Then they get the crescent moon's judgment in their face.</i></font>
<br>
<br><b>Golden Ankh of Khonshu</b> (1 copy)
<br><img src=""yellow.png"">
<br>6 Attack
<br>Whenever you defeat a Villain on the Rooftops this turn, rescue Bystanders equal to that Villain's printed VP.
<br><img src=""silver.png"">: You may move a Villain to the Rooftops. If another Villain is already there, swap them.
<br>Cost: 8
<br>"	Paint the Town Red	Moon Knight (PTT)	Heroes

"<font size='5'>Scarlet Spider</font>
<br><font size='3'><i>Spider Friends</i></font>
<br>
<br><b>Flip Out</b> (5 copies)
<br><img src=""green.png"">
<br>1 Recruit
<br><i>Wall-Crawl</i>
<br>Spider Friends: Draw a card.
<br>Cost: 2
<br>
<br><b>Perfect Hunter</b> (5 copies)
<br><img src=""yellow.png"">
<br>1 Attack
<br><i>Wall-Crawl</i>
<br>Draw a card.
<br>Cost: 4
<br><font size='1'><i>Predators who underestimate Scarlet Spider quickly find themselves the prey.</i></font>
<br>
<br><b>Leap from Above</b> (3 copies)
<br><img src=""red.png"">
<br>3+ Attack
<br><i>Wall-Crawl</i>
<br><img src=""yellow.png"">: You get +2 Attack.
<br>Cost: 6
<br><font size='1'><i>A life of chaos lends Scarlet Spider an unpredictability that opponents can't escape.</i></font>
<br>
<br><b>Sting of the Spider</b> (1 copy)
<br><img src=""green.png"">
<br>5 Attack
<br>Whenever you put a card on top of your deck this turn, you may draw that card.
<br>Cost: 7
<br><font size='1'><i>Many people are allergic...to getting punched in the face by a truck.</i></font>
<br>"	Paint the Town Red	Scarlet Spider (PTT)	Heroes

"<font size='5'>Spider-Woman</font>
<br><font size='3'><i>Spider Friends</i></font>
<br>
<br><b>Bioelectric Shock</b> (5 copies)
<br><img src=""blue.png"">
<br>2 Attack
<br><i>Wall-Crawl</i>
<br>Reveal the top card of your deck. If that card has an Attack icon, draw it.
<br>Cost: 4
<br>
<br><b>Radioactive Spider</b> (5 copies)
<br><img src=""green.png"">
<br>3 Recruit
<br>To play this card, you must put a card from your hand on top of your deck.
<br>Cost: 2
<br><font size='1'><i>Et tu, Brute?</i></font>
<br>
<br><b>Venom Blast</b> (3 copies)
<br><img src=""blue.png"">
<br>3 Attack
<br><i>Wall-Crawl</i>
<br>Reveal the top card of your deck. If that card has a Recruit icon, draw it.
<br>Cost: 6
<br><font size='1'><i>For prison psychologists, arachnophobia is a surprisingly common diagnosis.</i></font>
<br>
<br><b>Arachno-Pheromones</b> (1 copy)
<br><img src=""red.png"">
<br>Recruit a Hero from the HQ for free.
<br>Spider Friends: Put that Hero on top of your deck.
<br>Cost: 7
<br><font size='1'><i>They'll follow her anywhere.</i></font>
<br>"	Paint the Town Red	Spider-Woman (PTT)	Heroes

"<font size='5'>Symbiote Spider-Man</font>
<br><font size='3'><i>Spider Friends</i></font>
<br>
<br><b>Dark Strength</b> (5 copies)
<br><img src=""green.png"">
<br>1+ Attack
<br><i>Wall-Crawl</i>
<br>Reveal the top card of your deck. If it costs 1 or 2, you get +2 Attack.
<br>Cost: 2
<br>
<br><b>Spider-Sense Tingling</b> (5 copies)
<br><img src=""yellow.png"">
<br>Reveal the top two cards of your deck. Put any that cost 2 or less into your hand. Put the rest back in any order.
<br>Cost: 2
<br>
<br><b>Shadowed Spider</b> (3 copies)
<br><img src=""red.png"">
<br>1+ Attack
<br><i>Wall-Crawl</i>
<br>You get +1 Attack for each other Hero you played this turn that costs 1 or 2.
<br>Cost: 2
<br>
<br><b>Thwip!</b> (1 copy)
<br><img src=""blue.png"">
<br>4 Attack
<br>To play this card, you must put two cards from your hand on top of your deck.
<br>Cost: 2
<br>
<br>
<br>"	Paint the Town Red	Symbiote Spider-Man (PTT)	Heroes

"<font size='5'>Bullseye</font>
<br><font size='3'><i>Crime Syndicate</i></font>
<br>
<br><b>Everything's a Weapon</b> (5 copies)
<br><img src=""blue.png"">
<br>2 Attack
<br><img src=""yellow.png"">: Draw a card.
<br>Cost: 3
<br><font size='1'><i>""And for my next trick...""</i></font>
<br>
<br><b>Fulfill the Contract</b> (5 copies)
<br><img src=""yellow.png"">
<br>0+ Recruit
<br><i>Dodge</i>
<br>Choose an Adversary Group. You get +1 Recruit for each Adversary in your Victory Pile from that Adversary Group.
<br>Cost: 2
<br>
<br><b>Specialist Assassin</b> (3 copies)
<br><img src=""red.png"">
<br>3 Attack
<br>Choose an Adversary. It gets -1 Attack for each Adversary in your Victory Pile from that Adversary Group.
<br>Cost: 6
<br>
<br><b>Perfect Aim</b> (1 copy)
<br><img src=""blue.png"">
<br>5+ Attack
<br>You get +5 Attack for each Commander Tactic in your Victory Pile.
<br>Cost: 7
<br><font size='1'><i>Art contains a gun</i></font>
<br>"	Villains	Bullseye (V)	Heroes

"<font size='5'>Dr. Octopus</font>
<br><font size='3'><i>Sinister Six</i></font>
<br>
<br><b>Brilliant Research</b> (5 copies)
<br><img src=""silver.png"">
<br>2 Recruit
<br><img src=""silver.png"">: When you draw a new hand of cards at the end of this turn, draw an extra card.
<br>Cost: 3
<br>
<br><b>Crazed Experiments</b> (5 copies)
<br><img src=""silver.png"">
<br>2 Attack
<br>Draw a card.
<br>Cost: 5
<br><font size='1'><i>""It worked! Hahahahaha!""</i></font>
<br>
<br><b>Eighth Time's a Charm</b> (3 copies)
<br><img src=""green.png"">
<br>4+ Attack
<br>If this is the eighth card you played this turn, you get +2 Attack.
<br>Cost: 6
<br><font size='1'><i>If at first you don't succeed...</i></font>
<br>
<br><b>Octo-Pulverize</b> (1 copy)
<br><img src=""silver.png"">
<br>0+ Attack
<br>Discard cards from the top of your deck until your deck runs out or you have discarded 8 cards (don't shuffle). Then you get +1 Attack for each card you discarded this turn.
<br>Cost: 8
<br>"	Villains	Dr. Octopus (V)	Heroes

"<font size='5'>Electro</font>
<br><font size='3'><i>Sinister Six</i></font>
<br>
<br><b>Electroshock Therapy</b> (5 copies)
<br><img src=""blue.png"">
<br><i>Dodge</i>
<br>Reveal the top card of your deck. You may KO it.
<br>Cost: 2
<br><font size='1'><i>""I'm not really all that shocked to see you go""</i></font>
<br>
<br><b>Shocking Robbery</b> (5 copies)
<br><img src=""blue.png"">
<br>0+ Attack
<br><i>Dodge</i>
<br>You get +3 Attack usable only against Adversaries in the Bank.
<br><img src=""blue.png"">: Instead you may get +3 Attack usable only against the Commander.
<br>Cost: 3
<br>
<br><b>Supercharge</b> (3 copies)
<br><img src=""yellow.png"">
<br>2+ Attack
<br>You get +1 Attack for each card you discarded this turn.
<br>Cost: 5
<br><font size='1'><i>Unlimited Power!</i></font>
<br>
<br><b>Anti-Matter</b> (1 copy)
