id	setup
117	"Steal the Weaponized Plutonium
8
2
0
Maximus the Mad
Inhuman Rebellion|Hood's Gang|Omens of Ragnarok
Spider-Infected
Quasar (ITC)|Beta Ray Bill (HOA)|Banshee (XM)|Green Goblin (V)|Black Panther (SW1)"
118	"Televised Deathtraps of Mojoworld
11
2
12
Dr. Doom
Hellfire Club|Timelines of Kang
Doombot Legion
Deathlok (AOS)|Hulkbuster Iron Man (WW)|Speedball (CW)|Bishop (DC)|Captain Britain (SW2)"
119	"Dark Reign of H.A.M.M.E.R. Officers
7
2
0
Immortal Emperor Zheng-Zhu
K'un-lun|CSA Special Marshals
S.H.I.E.L.D. Assault Squad
Captain America, Secret Avenger (CW)|Tigra (CW)|Ms. Marvel (CH)|Valkyrie (HOA)|War Machine (R)"
120	"Clash of the Monsters Unleashed
10
2
12
The Goblin, Underworld Boss
Goblin's Freak Show|Manhattan (Earth-1610)
Cytoplasm Spikes
Korg (WW)|Ant-Man (AM)|Lady Thor (SW1)|Venomized Dr. Strange (VE)|Beast (XM)"
121	"Trapped in the Insane Asylum
5
2
0
Arcade - epic
Murderworld|Superhuman Registration Act
Cytoplasm Spikes
Nul, Breaker of Worlds (FI)|The Warriors Three (HOA)|Havok (XM)|Karma (NM)|Solo (DP)"
122	"Crush HYDRA
8
2
0
Malekith the Accursed
Dark Council|A.I.M., Hydra Offshoot
Sidera Maris, Bridge Builders
Ronin (R)|Domino (DC)|Stingray (DP)|Silver Surfer (FF)|Daredevil (CW)"
123	"Crush HYDRA
8
2
0
Shadow King
Shadow-X|K'un-lun
Circus of Crime
Korg (WW)|Cable (DC)|Namora (WW)|Magneto (V)|Skaar, Son of Hulk (WW)"
124	"Portals to the Dark Dimension
7
2
0
Authoritarian Iron Man
Superhuman Registration Act|Celestials
Shi'ar Patrol Craft
Nova (ITC)|Nightcrawler (DC)|Cannonball (XM)|Daredevil Noir (N)|Psylocke (XM)"
125	"Trapped in the Insane Asylum
5
2
0
Mysterio
Sinister Six|A.I.M., Hydra Offshoot
Doombot Legion
Wiccan (CW)|Ghost Rider (DC)|Maximus (SW1)|Storm (B)|Lady Thor (SW1)"
126	"Weave a Web of Lies
7
2
0
Fin Fang Foom - epic
Monsters Unleashed|Dark Council
Sakaaran Hivelings
Bishop (DC)|Black Bolt (ROK)|Carnage (VE)|Enchantress (V)|Cannonball (XM)"
127	"Age of Ultron
11
2
0
Maximus the Mad
Inhuman Rebellion|Goblin's Freak Show
Sapien League
Warlock (NM)|Captain America (Falcon) (C75)|Iron Fist (DC)|Karma (NM)|Korg (WW)"
128	"Superhuman Baseball Game
9
2
0
Emma Frost, The White Queen
Hellions|Queen's Vengeance|Heroes for Hire
Mandroid
Angel (DC)|Iceman (DC)|Phoenix (XM)|Solo (DP)|Superior Iron Man (SW1)"
129	"Maximum Carnage
10
2
12
J. Jonah Jameson - epic
Army of Evil|The Deadlands
Spider-Slayer
Storm (B)|Gwenpool (CH)|The Captain and the Devil (SW2)|Black Cat (PTT)|Namor, the Sub-Mariner (SW1)"
130	"Mutating Gamma Rays
7
2
0
Red Skull
HYDRA|U-Foes
M.O.D.O.K.s
Caiera (WW)|Mockingbird (AOS)|Greithoth, Breaker of Wills (FI)|Daredevil (CW)|Peter Parker, Homecoming (HC)
Nul, Breaker of Worlds (FI)"
131	"Ruin the Perfect Wedding
11
2
0
The Red King
Sakaar Imperial Guard|Guardians of Knowhere
Sidera Maris, Bridge Builders
Stingray (DP)|Mysterio (V)|Peter Parker (CW)|Corvus Glaive (SW2)|War Machine (R)
Bishop (DC)|Venomized Dr. Strange (VE)"
132	"Hidden Heart of Darkness
8
2
0
Professor X
X-Men First Class|Streets of New York
Mandarin's Rings
Falcon (CW)|Spider-Gwen (SW2)|Storm & Black Panther (CW)|Quake (AOS)|Peter Parker, Homecoming (HC)"
133	"The Demon Bear Saga
8
2
0
M.O.D.O.K.
Demons of Limbo|Intelligencia
Mandroid
Symbiote Spider-Man (PTT)|Hiroim (WW)|Dr. Punisher, Soldier Supreme (SW2)|Captain Britain (SW2)|Psi-Lord (ANH)"
134	"Master the Mysteries of Kung-Fu
8
2
0
Spider-Queen
Wrecking Crew|Underworld
Spider-Infected
Namora (WW)|Polaris (XM)|Angel Noir (N)|Thanos (SW1)|Punisher (DC)"
135	"Anti-Mutant Hatred
11
2
0
Stryfe
MLF|Shadow-X
Sentinel
Beta Ray Bill (HOA)|Medusa (ROK)|Hiroim (WW)|Gorgon (ROK)|Ant-Man (AM)"
136	"Cage Villains in Power-Suppressing Cells
8
2
0
Annihilus
Annihilation Wave|Ultron's Legacy
M.O.D.O.K.s
Scarlet Spider (PTT)|Iron Man Noir (N)|Maximus (SW1)|No-Name, Brood Queen (WW)|Mr. Fantastic (FF)"
137	"Epic Super Hero Civil War
9
2
0
Wasteland Hulk
Wasteland|Great Lakes Avengers
Hand Ninjas
Hulk (B)|Green Goblin (V)|Emma Frost (B)|Korg (WW)|Howard the Duck (D)"
138	"The Legacy Virus
8
2
12
Poison Thanos
Poisons|X-Men First Class
Death's Heads
Black Swan (SW2)|Jessica Jones (D)|Cyclops (B)|Kuurth, Breaker of Stone (FI)|Wolfsbane (NM)"
139	"Hydra Helicarriers Hunt Heroes
8
2
0
Macho Gomez
Deadpool's ""Friends""|Army of Evil
Sakaaran Hivelings
Deathlok (AOS)|Captain America, Secret Avenger (CW)|Legion (XM)|Howard the Duck (D)|Psi-Lord (ANH)|Ultron (V)"
140	"Resurrect Heroes with Norn Stones
8
2
0
Poison Thanos - epic
Poisons|Murderworld
Death's Heads
Peter Parker, Homecoming (HC)|Winter Soldier (C75)|Venompool (VE)|Ruby Summers (SW2)|Hulk (B)"
141	"Scavenge Alien Weaponry
7
2
0
King Hulk, Sakaarson
Warbound|Heroes for Hire
Ghost Racers|The Brood
Iron Man Noir (N)|Quasar (ITC)|Enchantress (V)|Peter's Allies (HC)|Black Panther (SW1)
Ghost Racers"
142	"Televised Deathtraps of Mojoworld
11
2
12
Hydra High Council
Hydra Elite|Utopolis
M.O.D.O.K.s
Longshot (XM)|Groot (GG)|Super-Skrull (ANH)|Kraven (V)|Professor X (DC)"
143	"Unite the Shards
7
2
0
Dr. Strange
Defenders|Intelligencia
Shi'ar Death Commandos
Juggernaut (V)|Photon (R)|Squirrel Girl (D)|Angel Noir (N)|Amadeus Cho (WW)"
144	"Horror of Horrors
6
2
0
Zombie Green Goblin
The Deadlands|Murderworld
Maggia Goons
Ronan the Accuser (ITC)|The Warriors Three (HOA)|Gambit (B)|Bruce Banner (WW)|Spider-Woman (PTT)"
145	"The God-Emperor of Battleworld
8
2
0
Arcade - epic
Murderworld|Queen's Vengeance
M.O.D.O.K.s
Bob, Agent of HYDRA (DP)|Namora (WW)|Storm & Black Panther (CW)|Angel Noir (N)|X-23 (XM)"
146	"Save Humanity
8
2
0
Ragnarok
Registration Enforcers|Great Lakes Avengers
Sentinel
Wolfsbane (NM)|Daredevil Noir (N)|Polaris (XM)|Ghost Rider (DC)|Spider-Woman (PTT)"
147	"Splice Humans with Spider DNA
8
2
0
Professor X
Sinister Six|X-Men First Class
Asgardian Warriors
Nightcrawler (DC)|Nerkkod, Breaker of Oceans (FI)|Scarlet Spider (PTT)|Wonder Man (AM)|Black Widow (B)"
148	"S.H.I.E.L.D. vs. HYDRA War
7
2
0
Loki
A.I.M., Hydra Offshoot|Enemies of Asgard
Spider-Infected
Heralds of Galactus (ANH)|Rick Jones (WW)|Tony Stark (HC)|Gambit (B)|Cyclops (B)"
149	"Alien Brood Encounters
8
0
30
Loki
Enemies of Asgard|Queen's Vengeance
The Brood|Universal Church of Truth
Nightcrawler (DC)|Nebula (ITC)|Luke Cage (CW)|Dr. Punisher, Soldier Supreme (SW2)|Patriot (CW)"
150	"Cage Villains in Power-Suppressing Cells
8
2
0
Immortal Emperor Zheng-Zhu
K'un-lun|Marauders
Universal Church of Truth
Captain America (Falcon) (C75)|Phyla-Vell (ITC)|Speedball (CW)|Darkhawk (R)|Hawkeye (B)"
151	"Crush HYDRA
8
2
0
Dr. Strange
Defenders|Sentinel Territories
Khonshu Guardians
Iceman (DC)|Venom (VE)|Green Goblin (V)|Captain Mar-Vell (ITC)|Ronin (R)"
152	"S.H.I.E.L.D. vs. HYDRA War
7
2
0
Vulture - epic
Hydra Elite|Vulture Tech
Shi'ar Patrol Craft
Photon (R)|Quake (AOS)|Thing (FF)|Polaris (XM)|Black Bolt (ROK)"
153	"Hydra Helicarriers Hunt Heroes
8
2
0
Onslaught
Dark Descendants|Intelligencia
Death's Heads
Legion (XM)|Spider-Woman (PTT)|Iron Man Noir (N)|Venom (V)|Domino (DC)|Captain Marvel, Agent of S.H.I.E.L.D. (R)"
154	"The Demon Bear Saga
8
2
0
Spider-Queen
Demons of Limbo|Hellfire Club
Spider-Infected
Amadeus Cho (WW)|Hulk (B)|Proxima Midnight (SW1)|Ultron (V)|X-23 (XM)"
155	"Pulse Waves from the Negative Zone
9
2
0
Arcade
Murderworld|From Beyond
Sapien League
Venomized Dr. Strange (VE)|Kitty Pryde (XM)|Bob, Agent of HYDRA (DP)|Wiccan (CW)|Cloak & Dagger (CW)"
156	"Superhuman Baseball Game
9
2
0
Annihilus
Annihilation Wave|Streets of New York|MLF
Sidera Maris, Bridge Builders
Nightcrawler (DC)|War Machine (R)|Iron Man Noir (N)|Photon (R)|Kitty Pryde (XM)"
157	"Sinister Ambitions
6
2
0
Dr. Strange
Defenders|Sentinel Territories
M.O.D.O.K.s
Proxima Midnight (SW1)|Sunspot (NM)|Beast (XM)|Caiera (WW)|Karma (NM)"
158	"Everybody Hates Deadpool
6
2
0
Shadow King - epic
Shadow-X|Uncanny Avengers
Shi'ar Patrol Craft
Solo (DP)|Scarlet Spider (PTT)|Dr. Octopus (V)|Juggernaut (V)|Viv Vision (CH)"
159	"Divide and Conquer
8
2
0
Pagliacci - epic
Wrecking Crew|X-Men Noir
HYDRA Base
The Captain and the Devil (SW2)|Gambit (B)|Quake (AOS)|Peter Parker, Homecoming (HC)|Professor X (DC)|Gladiator Hulk (WW)|Nebula (ITC)"
160	"X-Men Danger Room Goes Berserk
8
2
0
Apocalypse
Four Horsemen|Shi'ar Imperial Guard
Circus of Crime
Banshee (XM)|Daredevil (DC)|Medusa (ROK)|Magik (SW1)|Hawkeye (B)"
161	"Mutant-Hunting Super Sentinels
9
2
0
Kang the Conqueror - epic
Timelines of Kang|K'un-lun
Sentinel|M.O.D.O.K.s
Colossus & Wolverine (XM)|Peter Parker (CW)|Winter Soldier (C75)|Patriot (CW)|Wonder Man (AM)"
162	"Corrupt the Next Generation of Heroes
8
2
0
Mojo
Mojoverse|Queen's Vengeance
Universal Church of Truth
Juggernaut (V)|Agent Venom (SW2)|Star-Lord (GG)|Mirage (NM)|Slapstick (DP)"
163	"Devolve with Xerogen Crystals
5
2
0
J. Jonah Jameson
Streets of New York|Poisons
Spider-Slayer|Phalanx
Hellcat (R)|Darkhawk (R)|Hulk (B)|Phyla-Vell (ITC)|Dr. Strange (SW1)
Spider-Slayer"
164	"Graduation at Xavier's X-Academy
8
2
0
Onslaught - epic
Dark Descendants|Mojoverse
Shi'ar Patrol Craft
Super-Skrull (ANH)|Heralds of Galactus (ANH)|Mockingbird (AOS)|Agent Phil Coulson (AOS)|Spider-Man (B)"
165	"Secret Invasion of the Skrull Shapeshifters
8
2
0
Mole Man
Skrulls|Subterranea
Spider-Infected
Kuurth, Breaker of Stone (FI)|Mysterio (V)|Iron Man Noir (N)|Skaar, Son of Hulk (WW)|Black Widow (B)|Fantastic Four United (ANH)"
166	"Last Stand at Avengers Tower
6
2
0
Authoritarian Iron Man
Superhuman Registration Act|Inhuman Rebellion
Cops
Superior Iron Man (SW1)|Havok (XM)|Joe Fixit, Grey Hulk (WW)|Speedball (CW)|Wiccan (CW)"
167	"Super Hero Civil War
8
2
0
Stryfe
MLF|Wasteland
Death's Heads
Forge (DC)|Captain Marvel (SW1)|Venompool (VE)|Wolverine (B)"
168	"Save Humanity
8
2
0
King Hulk, Sakaarson
Warbound|Army of Evil
HYDRA Base
Namor, the Sub-Mariner (SW1)|Daredevil Noir (N)|Storm & Black Panther (CW)|Captain Britain (SW2)|Wolfsbane (NM)"
169	"Detonate the Helicarrier
8
2
0
Professor X
X-Men First Class|HYDRA
Multiple Man
Venom Rocket (VE)|Kuurth, Breaker of Stone (FI)|Captain America 1941 (C75)|Hawkeye (B)|Sentry (WW)|Moon Knight (PTT)"
170	"Mutating Gamma Rays
7
2
0
Mysterio
Sinister Six|Uncanny X-Men
Sentinel
Arkon the Magnificent (SW2)|Gwenpool (CH)|The Captain and the Devil (SW2)|Invisible Woman (FF)|Speedball (CW)
Amadeus Cho (WW)"
171	"War of Kings
11
2
0
Dark Phoenix
Hellfire Club|Heralds of Galactus
Sentinel
Wasp (AM)|Mirage (NM)|Korg (WW)|Proxima Midnight (SW1)|Gambit (B)"
172	"Organized Crime Wave
8
2
0
Authoritarian Iron Man
Superhuman Registration Act|Warbound
Maggia Goons
Captain Marvel, Agent of S.H.I.E.L.D. (R)|Longshot (XM)|Venompool (VE)|Mirage (NM)|Luke Cage Noir (N)"
173	"Massive Earthquake Generator
8
2
0
Apocalypse
Four Horsemen|Murderworld
Mandarin's Rings
Ultron (V)|Greithoth, Breaker of Wills (FI)|Enchantress (V)|Silk (SW2)|The Warriors Three (HOA)"
174	"Superhuman Baseball Game
9
2
0
Deathbird - epic
Zola's Creations|Monsters Unleashed|S.H.I.E.L.D. Elite
Shi'ar Death Commandos
Greithoth, Breaker of Wills (FI)|Goliath (CW)|Valkyrie (HOA)|Hiroim (WW)|Joe Fixit, Grey Hulk (WW)"
175	"Ragnarok, Twilight of the Gods
11
2
0
Belasco, Demon Lord of Limbo
Demons of Limbo|Inhuman Rebellion
Phalanx
Scarlet Spider (PTT)|Black Knight (AM)|Speed (R)|Nick Fury (B)|The Warriors Three (HOA)"
176	"Hydra Helicarriers Hunt Heroes
8
2
0
The Beyonder
From Beyond|Maximum Carnage
Spider-Slayer
She-Hulk (WW)|Invisible Woman (FF)|Quake (AOS)|Banshee (XM)|Professor X (DC)|Yondu (ITC)"
177	"Graduation at Xavier's X-Academy
8
2
0
Dark Phoenix
Hellfire Club|Sinister Six
Hand Ninjas
Thor (HOA)|Bishop (DC)|Bruce Banner (WW)|Skirn, Breaker of Men (FI)|Invisible Woman (FF)"
178	"Resurrect Heroes with Norn Stones
8
2
0
Malekith the Accursed
Dark Council|Shadow-X
Spider-Infected
Kuurth, Breaker of Stone (FI)|Agent Venom (SW2)|Captain America 1941 (C75)|Moon Knight (PTT)|Captain Marvel (SW1)"
179	"Last Stand at Avengers Tower
6
2
0
Authoritarian Iron Man
Superhuman Registration Act|Brotherhood
Thor Corps
Captain Marvel (SW1)|Human Torch (FF)|Yondu (ITC)|Patriot (CW)|Skadi (FI)"
180	"Tornado of Terrigen Mists
10
2
0
Deathbird
Shi'ar Imperial Guard|Black Order of Thanos
Shi'ar Patrol Craft
Cannonball (XM)|Wiccan (CW)|Captain America 1941 (C75)|Jean Grey (DC)|Sunspot (NM)"
181	"Anti-Mutant Hatred
11
2
0
J. Jonah Jameson
Emissaries of Evil|Avengers
Spider-Slayer
Man-Thing (D)|Scarlet Spider (PTT)|Ruby Summers (SW2)|Kuurth, Breaker of Stone (FI)|Polaris (XM)"
182	"Invasion of the Venom Symbiotes
8
2
0
Loki
Enemies of Asgard|Guardians of Knowhere
Shi'ar Death Commandos|HYDRA Base
Moondragon (ITC)|Hawkeye (B)|Gamora (GG)|Daredevil (DC)|Gorgon (ROK)"
183	"Symbiotic Absorption
11
2
0
The Sentry
Deadpool's ""Friends""|Aspects of the Void|U-Foes
Phalanx
Old Man Logan (SW1)|Bullseye (V)|Bruce Banner (WW)|Super-Skrull (ANH)|Daredevil (DC)
Macho Gomez"
184	"Devolve with Xerogen Crystals
5
2
0
Maximus the Mad - epic
Inhuman Rebellion|Masters of Evil
Spider-Infected|Sentinel
Ronan the Accuser (ITC)|Deadpool (DP)|Caiera (WW)|Angel Noir (N)|Silk (SW2)
Sentinel"
185	"Secret Wars
8
2
0
Zombie Green Goblin
The Deadlands|Hydra Elite
Savage Land Mutates
Maximus (SW1)|Kraven (V)|Captain America 1941 (C75)|Gorgon (ROK)|Nightcrawler (DC)"
186	"Secret Invasion of the Skrull Shapeshifters
8
2
0
Dr. Doom
Skrulls|Brotherhood
Doombot Legion
Punisher (DC)|Ms. America (D)|Black Cat (PTT)|Ghost Rider (DC)|Cloak & Dagger (CW)|Wasp (AM)"
187	"War of Kings
11
2
0
Ragnarok
Registration Enforcers|Murderworld
Asgardian Warriors
Adam Warlock (ITC)|Super-Skrull (ANH)|Jocasta (AM)|Hawkeye (B)|Ruby Summers (SW2)"
188	"Invade the Daily Bugle News HQ
8
2
0
Arnim Zola
Zola's Creations|Sinister Six
Doombot Legion|Spider-Infected
Phyla-Vell (ITC)|Sentry (WW)|Bob, Agent of HYDRA (DP)|Old Man Logan (SW1)|Storm (B)
Magma Men"
189	"Crush Them With My Bare Hands
5
2
0
Shadow King - epic
Shadow-X|Dark Council
Sakaaran Hivelings
Groot (GG)|Phoenix (XM)|Aurora & Northstar (XM)|Jessica Jones (D)|The Warriors Three (HOA)"
190	"Invasion of the Venom Symbiotes
8
2
0
Baron Heinrich Zemo
Masters of Evil (WWII)|Avengers
HYDRA Base|Cytoplasm Spikes
Speedball (CW)|Dr. Punisher, Soldier Supreme (SW2)|Venom (VE)|Wiccan (CW)|Skadi (FI)"
191	"Capture Baby Hope
8
2
0
Uru-Enchanted Iron Man
The Mighty|Sisterhood of Mutants
Circus of Crime
Corvus Glaive (SW2)|Venomized Dr. Strange (VE)|Speed (R)|Moon Knight (PTT)|Arkon the Magnificent (SW2)"
192	"Tornado of Terrigen Mists
10
2
0
Belasco, Demon Lord of Limbo
Demons of Limbo|Dark Council
Cops
Apocalyptic Kitty Pryde (SW1)|Old Man Logan (SW1)|Black Knight (AM)|Caiera (WW)|Rocket Raccoon (GG)"
193	"Asgardian Test of Worth
11
2
0
Nick Fury
Avengers|Marauders
Shi'ar Patrol Craft
Steve Rogers, Director of S.H.I.E.L.D. (C75)|Winter Soldier (C75)|Agent Venom (SW2)|Gambit (B)|Black Swan (SW2)"
194	"Clash of the Monsters Unleashed
10
2
12
General Ross
Code Red|MLF
Hand Ninjas
Karnak (ROK)|Carnage (VE)|Thanos (SW1)|Ant-Man (AM)|Skirn, Breaker of Men (FI)"
195	"Pan-Dimensional Plague
10
2
30
Hybrid
Life Foundation|Queen's Vengeance
Sidera Maris, Bridge Builders
Iron Man (B)|Mockingbird (AOS)|Peter Parker (CW)|Tony Stark (HC)|Joe Fixit, Grey Hulk (WW)"
196	"Cytoplasm Spike Invasion
10
2
0
J. Jonah Jameson - epic
Timelines of Kang|Sinister Six
Spider-Slayer
Nick Fury (B)|Black Cat (PTT)|Black Bolt (SW1)|Namor, the Sub-Mariner (SW1)|Dr. Punisher, Soldier Supreme (SW2)"
197	"Asgardian Test of Worth
11
2
0
Maria Hill, Director of S.H.I.E.L.D.
S.H.I.E.L.D. Elite|Uncanny Avengers
Maggia Goons
Cyclops (B)|Hawkeye (B)|Karnak (ROK)|Amadeus Cho (WW)|Vision (CW)"
198	"Explosion at the Washington Monument
8
2
0
Evil Deadpool
Evil Deadpool Corpse|Spider Friends
Cytoplasm Spikes
Venom (V)|Cloak & Dagger (CW)|Ms. Marvel (CH)|Viv Vision (CH)|Iron Man Noir (N)"
199	"Ruin the Perfect Wedding
11
2
0
Madelyne Pryor, Goblin Queen
Limbo|Hydra Elite
Cops
Warlock (NM)|Ronin (R)|Luke Cage (CW)|Darkhawk (R)|Viv Vision (CH)
Psylocke (XM)|Moondragon (ITC)"
200	"Mutant-Hunting Super Sentinels
9
2
0
Wasteland Hulk
Wasteland|Hydra Elite
Sentinel|Asgardian Warriors
Heralds of Galactus (ANH)|Mysterio (V)|Howard the Duck (D)|Mr. Fantastic (FF)|Ghost Rider (DC)"
201	"Secret Invasion of the Skrull Shapeshifters
8
2
0
Baron Helmut Zemo
Skrulls|Thunderbolts
Cape-Killers
Cable (DC)|Stature (CW)|Symbiote Spider-Man (PTT)|Proxima Midnight (SW1)|Caiera (WW)|The Warriors Three (HOA)"
202	"Steal All Oxygen on Earth
8
2
0
Apocalypse
Four Horsemen|Annihilation Wave
Magma Men
Ultimate Spider-Man (SW1)|Nebula (ITC)|Wolverine (DC)|Jubilee (XM)|Phyla-Vell (ITC)"
203	"Paralyzing Venom
6
2
0
The Hood
Hood's Gang|CSA Special Marshals
S.H.I.E.L.D. Assault Squad
Stingray (DP)|High-Tech Spider-Man (HC)|Spider-Gwen (SW2)|Angel (DC)|Captain Britain (SW2)"
204	"Hail Hydra
11
2
0
The Goblin, Underworld Boss
Goblin's Freak Show|Radiation
Mandroid
Bob, Agent of HYDRA (DP)|Venom Rocket (VE)|Karnak (ROK)|Thing (FF)|Kitty Pryde (XM)"
205	"X-Cutioner's Song
8
0
0
Odin
Hellfire Club|Hydra Elite
Asgardian Warriors
Warlock (NM)|Jean Grey (DC)|Jessica Jones (D)|Black Knight (AM)|Legion (XM)
Storm & Black Panther (CW)"
206	"Reveal Heroes' Secret Identities
6
2
0
Shadow King
Shadow-X|Hood's Gang
Hellfire Cult
Psylocke (XM)|Nova (ITC)|Longshot (XM)|Cable (DC)|Black Knight (AM)|Beast (XM)|Domino (DC)"
207	"Paralyzing Venom
6
2
0
Mole Man
Subterranea|Skrulls
Hellfire Cult
Beta Ray Bill (HOA)|Agent X-13 (C75)|Rogue (B)|Beast (XM)|Mystique (V)"
208	"Pulse Waves from the Negative Zone
9
2
0
Emma Frost, The White Queen - epic
Hellions|MLF
Mandroid
Proxima Midnight (SW1)|Dr. Punisher, Soldier Supreme (SW2)|Ghost Rider (DC)|Dazzler (XM)|Karma (NM)"
209	"The Dark World of Svartalfheim
10
2
0
Poison Thanos
Poisons|Streets of New York
Cytoplasm Spikes
Winter Soldier (C75)|The Warriors Three (HOA)|Venom (VE)|Symbiote Spider-Man (PTT)|Namora (WW)"
210	"Change the Outcome of WWII
7
2
0
Hybrid - epic
Life Foundation|U-Foes|Uncanny Avengers
Circus of Crime
Phoenix Force Cyclops (SW2)|Luke Cage (CW)|Mockingbird (AOS)|Quasar (ITC)|Scarlet Spider (PTT)"
211	"Divide and Conquer
8
2
0
Hydra Super-Adaptoid
A.I.M., Hydra Offshoot|Heralds of Galactus
Sapien League
Colossus & Wolverine (XM)|Quake (AOS)|Drax the Destroyer (GG)|Groot (GG)|Black Panther (SW1)|Jean Grey (DC)|X-23 (XM)"
212	"Asgardian Test of Worth
11
2
0
Misty Knight
Heroes for Hire|Uncanny Avengers
The Brood
Stingray (DP)|No-Name, Brood Queen (WW)|Captain America (Falcon) (C75)|Iron Fist (DC)|Brainstorm (ANH)"
213	"Break the Planet Asunder
9
2
0
Arnim Zola
Zola's Creations|Avengers
Spider-Infected
Electro (V)|Squirrel Girl (D)|Bishop (DC)|Emma Frost (B)|Thanos (SW1)|High-Tech Spider-Man (HC)|Mr. Fantastic (FF)"
214	"The God-Emperor of Battleworld
8
2
0
J. Jonah Jameson - epic
Four Horsemen|X-Men '92
Spider-Slayer
No-Name, Brood Queen (WW)|Lady Thor (SW1)|Black Knight (AM)|Nightcrawler (DC)|Hulk (B)"
215	"Fall of the Hulks
10
2
12
Morgan Le Fay - epic
Queen's Vengeance|Great Lakes Avengers
S.H.I.E.L.D. Assault Squad
Bruce Banner (WW)|Gladiator Hulk (WW)|Hulkbuster Iron Man (WW)|Bob, Agent of HYDRA (DP)|Happy Hogan (HC)"
216	"Unleash the Power of the Cosmic Cube
8
2
0
Dark Phoenix
Hellfire Club|Sisterhood of Mutants
Hellfire Cult
Agent X-13 (C75)|Silver Surfer (FF)|Heralds of Galactus (ANH)|Nova (CH)|Ms. America (D)"
217	"Breach Parallel Dimensions
6
6
0
Misty Knight
Heroes for Hire|Black Order of Thanos
M.O.D.O.K.s
Deadpool (DP)|High-Tech Spider-Man (HC)|Karnak (ROK)|Fantastic Four United (ANH)|Super-Skrull (ANH)"
218	"Smash Two Dimensions Together
8
2
0
The Hood
Hood's Gang|A.I.M., Hydra Offshoot|Emissaries of Evil
Doombot Legion
Punisher (DC)|Drax the Destroyer (GG)|Spider-Man Noir (N)|Agent Phil Coulson (AOS)|Venom (V)"
219	"Hail Hydra
11
2
0
Hybrid - epic
Life Foundation|Lethal Legion
Cytoplasm Spikes
Falcon (CW)|Joe Fixit, Grey Hulk (WW)|Daredevil (DC)|Ultron (V)|Spider-Gwen (SW2)"
220	"Destroy the Nova Corps
9
2
0
The Red King
Sakaar Imperial Guard|S.H.I.E.L.D. Elite
Phalanx
Superior Iron Man (SW1)|Wiccan (CW)|Terrible Jean Grey (SW2)|Falcon (CW)
Nova (ITC)"
221	"Secret HYDRA Corruption
9
2
0
Kang the Conqueror - epic
Timelines of Kang|Lethal Legion
Shi'ar Death Commandos
Green Goblin (V)|Bullseye (V)|Amadeus Cho (WW)|Thor (HOA)|Cannonball (XM)"
222	"Earthquake Drains the Ocean
11
2
0
Mysterio
Sinister Six|MLF|Shi'ar Imperial Guard
Asgardian Warriors
Viv Vision (CH)|Juggernaut (V)|Vision (CW)|Gamora (GG)|Black Widow (B)"
223	"Age of Ultron
11
2
0
Adrian Toomes - epic
Salvagers|From Beyond
Death's Heads
Wonder Man (AM)|Winter Soldier (C75)|Quake (AOS)|Ant-Man (AM)|Kuurth, Breaker of Stone (FI)"
224	"Trapped in the Insane Asylum
5
2
0
Macho Gomez
Deadpool's ""Friends""|Vulture Tech
Shi'ar Patrol Craft
Deadpool (DP)|Wiccan (CW)|Emma Frost (B)|Kuurth, Breaker of Stone (FI)|Adam Warlock (ITC)"
225	"Five Families of Crime
8
2
0
Magus
X-Men First Class|Army of Evil|Domain of Apocalypse|Underworld
Universal Church of Truth
Hiroim (WW)|Nick Fury (B)|Hellcat (R)|Falcon (CW)|Daredevil Noir (N)"
226	"Cage Villains in Power-Suppressing Cells
8
2
0
Evil Deadpool
Evil Deadpool Corpse|HYDRA
Shi'ar Death Commandos
Ant-Man (AM)|Agent Phil Coulson (AOS)|Lady Thor (SW1)|Warlock (NM)|Iron Fist (DC)"
227	"Scavenge Alien Weaponry
7
2
0
Misty Knight
Heroes for Hire|Warbound
Asgardian Warriors|Universal Church of Truth
Deadpool (DP)|Juggernaut (V)|Goliath (CW)|Elektra (DC)|Ghost Rider (DC)
Asgardian Warriors"
228	"Transform Commuters into Giant Ants
8
2
0
Shadow King - epic
Shadow-X|Deadpool's Secret Secret Wars
Cops
Thanos (SW1)|Brainstorm (ANH)|Colossus (DC)|Gwenpool (CH)|Falcon (CW)"
229	"The Demon Bear Saga
8
2
0
Deathbird - epic
Demons of Limbo|Kree Starforce
Shi'ar Death Commandos
Hellcat (R)|The Warriors Three (HOA)|Colossus & Wolverine (XM)|Professor X (DC)|Loki (V)"
230	"Symbiotic Absorption
11
2
0
Pagliacci
Monster Metropolis|Wrecking Crew|Army of Evil
Shi'ar Death Commandos
Drax the Destroyer (GG)|Photon (R)|Havok (XM)|Gorgon (ROK)|Iron Fist (DC)
Shiklah, the Demon Bride"
231	"Deadpool Wants A Chimichanga
6
12
0
M.O.D.O.K.
Intelligencia|X-Men First Class
Mandarin's Rings
Bishop (DC)|Photon (R)|Angel (DC)|Phoenix (XM)|Spider-Man (B)"
232	"Secret Wars
8
2
0
Macho Gomez
Deadpool's ""Friends""|Masters of Evil (WWII)
Hand Ninjas
Karma (NM)|Bishop (DC)|Miek, The Unhived (WW)|Havok (XM)|Hellcat (R)"
