herotext	text	set	id	heroname
Captain Marvel	"<font size='5'>Captain Marvel</font>
<font size='3'><i>Avengers</i></font>

<b>Absorb Energies</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
2+ Recruit
https://cf.geekdo-static.com/mbs/mb_26285_0.png: For each other https://cf.geekdo-static.com/mbs/mb_26285_0.png Hero you have played this turn, you get +1 Recruit.
Cost: 3
<font size='1'><i>Carol Danvers soaks up energy to empower her physical strength and photonic blasts.</i></font>

<b>Supersonic Flight</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png, https://cf.geekdo-static.com/mbs/mb_26285_0.png
1 Attack
Draw a card.
Cost: 3
<font size='1'><i>Once a captain in the Air Force, Carol Danvers has re-emerged from Ms. Marvel to Captain Marvel.</i></font>

<b>Marvelous Strength</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
3+ Attack
https://cf.geekdo-static.com/mbs/mb_26286_0.png: For each other https://cf.geekdo-static.com/mbs/mb_26286_0.png Hero you have played this turn, you get +1 Attack.
Cost: 5
<font size='1'><i>Art contains a gun</i></font>

<b>Cosmic Energies</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
5+ Attack
https://cf.geekdo-static.com/mbs/mb_26285_0.png, https://cf.geekdo-static.com/mbs/mb_26285_0.png, https://cf.geekdo-static.com/mbs/mb_26286_0.png, https://cf.geekdo-static.com/mbs/mb_26286_0.png: You get +6 Attack.
Cost: 7
<font size='1'><i>You've heard of the power of the sun, right?</i></font>
"	Secret Wars Volume 1	SW1	Captain Marvel (SW1)
Dr. Strange	"<font size='5'>Dr. Strange</font>
<font size='3'><i>Illuminati</i></font>

<b>Cloak of Levitation</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
2 Attack
https://cf.geekdo-static.com/mbs/mb_26285_0.png: Reveal the top card of your deck. Draw it or <i>Teleport</i> it.
Cost: 4
<font size='1'><i>""By the Hoary Hosts of Hoggoth!""</i></font>

<b>Trust Me, I'm a Doctor</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png, https://cf.geekdo-static.com/mbs/mb_26285_0.png
1+ Recruit
Illuminati: You may KO a card from your hand or discard pile. If you do, you get +1 Recruit.
Cost: 2

<b>Fight the Future</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
3+ Attack
https://cf.geekdo-static.com/mbs/mb_26284_0.png: Reveal the top card of the Villain Deck. If it's a Villain, you get +2 Attack and may fight that Villain this turn.
Cost: 5

<b>Sorcerer Supreme</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
Reveal the top three cards of your deck. Draw any number of them and <i>Teleport</i> the rest.
Cost: 7
"	Secret Wars Volume 1	SW1	Dr. Strange (SW1)
Lady Thor	"<font size='5'>Lady Thor</font>
<font size='3'><i>Avengers</i></font>

<b>Mysterious Origin</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
2 Recruit
Once per turn, if you made at least 6 Recruit this turn, draw a card.
Cost: 3

<b>Chosen by Asgard</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
2 Recruit
0+ Attack
Once per turn, if you made at least 6 Recruit this turn, you get +2 Attack.
Cost: 4

<b>Heir to the Hammer</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png, https://cf.geekdo-static.com/mbs/mb_26285_0.png
4+ Attack
https://cf.geekdo-static.com/mbs/mb_26285_0.png, https://cf.geekdo-static.com/mbs/mb_26286_0.png: You get +2 Attack.
Cost: 6
<font size='1'><i>If Mjolnir deems her worthy, who would dare argue?</i></font>

<b>Living Thunderstorm</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
4 Recruit
0+ Attack
One per turn, if you made at least 6 Recruit this turn, you get +6 Attack.
Cost: 8
<font size='1'><i>Very few can wield Mjolnir. Even fewer can withstand a hit from it.</i></font>
"	Secret Wars Volume 1	SW1	Lady Thor (SW1)
Magik	"<font size='5'>Magik</font>
<font size='3'><i>X-Men</i></font>

<b>Rally the New Mutants</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
Gain a Sidekick.
https://cf.geekdo-static.com/mbs/mb_26283_0.png: Gain another Sidekick.
Cost: 2
<font size='1'><i>It's easy to gather a group when you can summon them through sorcerous portals.</i></font>

<b>Travel through Limbo</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
1+ Attack
<i>Teleport</i>
https://cf.geekdo-static.com/mbs/mb_26285_0.png: You get +2 Attack.
Cost: 3
<font size='1'><i>Any distance is two steps away when those two steps are through a hell dimension.</i></font>

<b>Dimensional Portal</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png, https://cf.geekdo-static.com/mbs/mb_26285_0.png
2+ Attack
<i>Teleport</i>
For each Sidekick you played this turn, you get +1 Attack.
Cost: 5

<b>Wield the Soulsword</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
2+ Attack
<i>Teleport</i>
Choose a Villain or Mastermind in your Victory Pile. You get +Attack equal to its printed VP.
Cost: 7
"	Secret Wars Volume 1	SW1	Magik (SW1)
Maximus	"<font size='5'>Maximus</font>
<font size='3'><i>Cabal</i></font>

<b>Mental Domination</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
2 Recruit
https://cf.geekdo-static.com/mbs/mb_26283_0.png: Defeat a Henchman Villain for free.
Cost: 3
<font size='1'><i>As a gifted inventor, Maximus often creates devices to enhance his telepathic abilities.</i></font>

<b>Enslave the Will</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
2 Attack
https://cf.geekdo-static.com/mbs/mb_26287_0.png: Whenever you defeat a Villain this turn, you gain a Sidekick.
Cost: 4
<font size='1'><i>Someday, Maximus will use his mind control powers to amass an army large enough to overthrow his brother, Black Bolt.</i></font>

<b>Pieces on a Chessboard</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png, https://cf.geekdo-static.com/mbs/mb_26287_0.png
3 Attack
You may have a Henchman Villain from your Victory Pile enter the city. If you do, draw a card.
Cost: 5

<b>Inhuman Mastery</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
4+ Attack
Each other player reveals a https://cf.geekdo-static.com/mbs/mb_26287_0.png hero or chooses a Henchman Villain from their Victory Pile. You defeat all those Henchmen for free.
Cabal: You get +1 Attack for each Henchman you defeated this turn.
Cost: 7
"	Secret Wars Volume 1	SW1	Maximus (SW1)
Namor, the Sub-Mariner	"<font size='5'>Namor, the Sub-Mariner</font>
<font size='3'><i>Cabal</i></font>

<b>Lead the Armies of Atlantis</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
2 Recruit
https://cf.geekdo-static.com/mbs/mb_26284_0.png: Gain a Sidekick.
Cost: 3

<b>Ruler of the Seas</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
2+ Attack
https://cf.geekdo-static.com/mbs/mb_26286_0.png: You get +2, usable only against Villains on the Bridge or the Mastermind.
Cost: 4
<font size='1'><i>Namor is lord of two-thirds of the Earth: all the watery bits.</i></font>

<b>Feed the Sharks</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png, https://cf.geekdo-static.com/mbs/mb_26284_0.png
2 Attack
You may KO a card from your hand or discard pile. If you do, draw a card.
Cost: 6

<b>Imperius Rex</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
Defeat a Villain for free.
https://cf.geekdo-static.com/mbs/mb_26284_0.png, https://cf.geekdo-static.com/mbs/mb_26284_0.png, https://cf.geekdo-static.com/mbs/mb_26286_0.png, https://cf.geekdo-static.com/mbs/mb_26286_0.png: Instead, defeat the Mastermind once for free.
Cost: 7
"	Secret Wars Volume 1	SW1	Namor, the Sub-Mariner (SW1)
Old Man Logan	"<font size='5'>Old Man Logan</font>
<font size='3'><i>X-Men</i></font>

<b>Last Survivor</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
2 Attack
https://cf.geekdo-static.com/mbs/mb_26284_0.png: You may KO a card from your hand or discard pile. If you KO a wound this way, draw a card.
Cost: 3

<b>Loner</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png, https://cf.geekdo-static.com/mbs/mb_26283_0.png
2+ Attack
If you don't recruit any heroes this turn, you get +2 Attack.
Cost: 5
<font size='1'><i>In this parallel dimension, all the Heroes are dead, and now the world has been carved up by Villains.</i></font>

<b>Rage Out</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
3+ Attack
https://cf.geekdo-static.com/mbs/mb_26284_0.png: <i>Cross-Dimensional Wolverine Rampage</i>. For each other player who gained a Wound this way, you get +1 Attack.
Cost: 6

<b>No More Heroes</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
5+ Attack
Reveal your hand. You get +5 Attack if you haven't played any S.H.I.E.L.D. or HYDRA cards this turn and don't have any in your hand.
Cost: 7
"	Secret Wars Volume 1	SW1	Old Man Logan (SW1)
Proxima Midnight	"<font size='5'>Proxima Midnight</font>
<font size='3'><i>Cabal</i></font>

<b>Inspiration Through Power</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png, https://cf.geekdo-static.com/mbs/mb_26283_0.png
1 Recruit
1 Attack
Cost: 2

<b>Master Combatant</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
0+ Recruit
0+ Attack
If the most recent Hero you have played this turn has a Recruit icon, you get +2 Recruit. If it has an Attack icon, you get +2 Attack.
Cost: 4

<b>General of the Black Order</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
0+ Recruit
3 Attack
https://cf.geekdo-static.com/mbs/mb_26284_0.png: You get +3 Recruit.
Cost: 5
<font size='1'><i>Proxima rose through the ranks of Thanos' army with brutal effectiveness.</i></font>

<b>Supernova Spear</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
4+ Recruit
4+ Attack
https://cf.geekdo-static.com/mbs/mb_26283_0.png: You get +4 Recruit and +4 Attack.
Cost: 8
"	Secret Wars Volume 1	SW1	Proxima Midnight (SW1)
Superior Iron Man	"<font size='5'>Superior Iron Man</font>
<font size='3'><i>Illuminati</i></font>

<b>Armor Upgrades</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
1+ Attack
https://cf.geekdo-static.com/mbs/mb_26287_0.png: You get +2 Attack.
Cost: 2
<font size='1'><i>Stark Technology is improving exponentially.</i></font>

<b>Optimized Technology</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png, https://cf.geekdo-static.com/mbs/mb_26285_0.png
2 Attack
Draw a card.
Cost: 5
<font size='1'><i>Tony Stark uses his new psionically-controlled Endo-Sym armor to back up his claims of ""Superiority.""</i></font>

<b>Superior to Others</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
2 Recruit
https://cf.geekdo-static.com/mbs/mb_26285_0.png: Look at the top two cards of your deck. If one of them has a higher cost than the other, draw it. Put the rest back in any order.
Cost: 3

<b>#Humblebrag</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
5 Attack
Draw a card for each other player who has fewer cards in their Victory Pile than you.
Cost: 8
"	Secret Wars Volume 1	SW1	Superior Iron Man (SW1)
Thanos	"<font size='5'>Thanos</font>
<font size='3'><i>Cabal</i></font>

<b>Revel in Destruction</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png, https://cf.geekdo-static.com/mbs/mb_26285_0.png
2+ Recruit
Cabal: KO a Bystander from the Bystander Stack. Then, you get +1 Recruit for every three Bystanders in the KO pile.
Cost: 3

<b>Transdimensional Overlord</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
2+ Attack
<i>Teleport</i>
You may KO a Bystander from your Victory Pile. If you do, you get +2 Attack.
Cost: 5

<b>Galactic Domination</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
4 Attack
https://cf.geekdo-static.com/mbs/mb_26285_0.png: Each other player reveals a https://cf.geekdo-static.com/mbs/mb_26285_0.png Hero or chooses a Bystander from their Victory Pile. You ""rescue"" those bystanders.
Cost: 6

<b>Utter Annihilation</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
KO six Bystanders from the Bystander Stack. Then, defeat any Villain or Mastermind whose Attack is less than the number of Bystanders in the KO pile.
Cost: 8
"	Secret Wars Volume 1	SW1	Thanos (SW1)
Ultimate Spider-Man	"<font size='5'>Ultimate Spider-Man</font>
<font size='3'><i>Spider Friends</i></font>

<b>Marvel Team-Up</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png, https://cf.geekdo-static.com/mbs/mb_26284_0.png
Gain a Sidekick.
Reveal the top card of your deck. If it costs 2 or less, draw it.
Cost: 2

<b>Leaping Spider</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
0+ Attack
Reveal the top card of your deck. If it costs 2 or less, draw it.
https://cf.geekdo-static.com/mbs/mb_26286_0.png: You get +2 Attack.
Cost: 2

<b>Web-Slinger</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
0+ Attack
You get +2 Attack usable only against the Mastermind or Villains on the Rooftops or Bridge.
Reveal the top card of your deck. If it costs 2 or less, draw it.
Cost: 2

<b>Hero from Another Dimension</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
0+ Attack
You get +2 Attack for each other card you have played this turn that costs 1 or 2.
Cost: 2


"	Secret Wars Volume 1	SW1	Ultimate Spider-Man (SW1)
Agent Venom	"<font size='5'>Agent Venom</font>
<font size='3'><i>Spider Friends</i></font>

<b>Multi-Gun</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
1+ Recruit
1+ Attack
<i>Spectrum</i>: You get +1 Recruit and +1 Attack.
Cost: 2
<font size='1'><i>His weapons are as versatile as Venom himself.</i></font>
<font size='1'><i>Art contains a gun</i></font>

<b>Government Payroll</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png, https://cf.geekdo-static.com/mbs/mb_26284_0.png
0+ Recruit
0+ Attack
<i>Wall-Crawl</i>
<i>Patrol the Bank</i>: If it's empty, you get +2 Recruit. If it's not, you get +2 Attack.
Cost: 3

<b>Big Slimeportunity</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
2 Recruit
2 Attack
<i>Wall-Crawl</i>
<i>Patrol the Sewers</i>: If it's empty, draw a card.
Cost: 6
<font size='1'><i>Flash Thompson combines elite military training with Venom symbiote.</i></font>

<b>Shapeshifting Symbiote</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
0+ Recruit
0+ Attack
<i>Wall-Crawl</i>
For each other card you played this turn with a Recruit icon, you get +1 Recruit.
For each other card you played this turn with a Attack icon, you get +1 Attack.
(If another card has both Recruit and Attack, you get both bonuses.)
Cost: 7
"	Secret Wars Volume 2	SW2	Agent Venom (SW2)
Arkon the Magnificent	"<font size='5'>Arkon the Magnificent</font>
<font size='3'><i>(Unaffiliated)</i></font>

<b>All-Terrain Barbarian</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png, https://cf.geekdo-static.com/mbs/mb_26283_0.png
2+ Recruit
<i>Wall-Crawl</i>
<i>Patrol the Sewers</i>: If it's empty, you get +1 Recruit.
Cost: 3
<font size='1'><i>Even beneath the surface, Arkon conquers them all.</i></font>

<b>Quiver of Thunderbolts</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
2 Attack
<i>Spectrum</i>: Draw a card.
Cost: 3
<font size='1'><i>A Quiver of Thunderbolts is quite unorthodox but totally awesome.</i></font>

<b>Warlord of Open Spaces</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
3+ Attack
<i>Patrol two adjacent city spaces</i>:
If they're both empty, you get +1 Attack.
Cost: 5

<b>Lord of Dragons</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
0+ Recruit
0+ Attack
<i>Patrol the Rooftops</i>: If it's empty, you get +4 Recruit and +4 Attack. If it's not, defeat the Villain there for free.
Cost: 7
"	Secret Wars Volume 2	SW2	Arkon the Magnificent (SW2)
Beast	"<font size='5'>Beast</font>
<font size='3'><i>Illuminati</i></font>

<b>Balanced Attack</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png, https://cf.geekdo-static.com/mbs/mb_26287_0.png
2 Attack
Reveal the top card of your deck. If it's https://cf.geekdo-static.com/mbs/mb_26287_0.png or https://cf.geekdo-static.com/mbs/mb_26286_0.png, draw it.
Cost: 3
<font size='1'><i>If you can balance yourself upside-down, you will turn your foes upside-down with a balanced attack.</i></font>

<b>Upside-down Thinking</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png, https://cf.geekdo-static.com/mbs/mb_26287_0.png
<i>Wall-Crawl</i>
<i>Patrol any city space</i>:
If it's empty, then the hero in the HQ space under it costs 3 less this turn.
Cost: 4

<b>Doctor of Beatdown</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png, https://cf.geekdo-static.com/mbs/mb_26287_0.png
2+ Attack
For each other https://cf.geekdo-static.com/mbs/mb_26286_0.png card you played this turn, you get +1 Attack.
For each other https://cf.geekdo-static.com/mbs/mb_26287_0.png card you played this turn, you get +1 Attack.
Cost: 6

<b>Multi-Variable Smackulus</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26286_0.png, https://cf.geekdo-static.com/mbs/mb_26287_0.png
4 Attack
https://cf.geekdo-static.com/mbs/mb_26286_0.png, https://cf.geekdo-static.com/mbs/mb_26286_0.png, https://cf.geekdo-static.com/mbs/mb_26287_0.png, https://cf.geekdo-static.com/mbs/mb_26287_0.png: Draw three cards.
Cost: 8
<font size='1'><i>If I calculate the precise rotational torque, I find I'm really thrashing you with considerable force.</i></font>
"	Secret Wars Volume 2	SW2	Beast (SW2)
