Team	Hero	Name	Set	Split	Name_S	T0	C	Ct	B	R	G	Y	S	Br	Rr	Gr	Yr	Sr	SP	MO	FI	Drw	Dsc	Top	Bs	Wd	Cty	NR	C2	C4	CD	SK	LS	LT	TE	Pierc	HM	KO	KBS	AF	Vil	MF	VS	DC	SRD	FHQ	SHL	XTR	file	loc	id	uni	keywords	seq
Planet Hulk	Korg	Forged by Fire	WW	T15		1	3	3			1					2				1																													hulk2,jpg	9 5	Korg (WW)	Korg (WW)	""	687
Planet Hulk	Korg	Lord of granite	WW	T15			5	3		1											1	1	1																										hulk2,jpg	2 6	Korg (WW)	Korg (WW)	Smash	688
Planet Hulk	Korg	Kronan tactician	WW				8	1			1										1																									1			hulk2,jpg	8 5	Korg (WW)	Korg (WW)	""	689
Avengers	Bruce Banner	Solve the impossible	WW				2	5					1								1										1																		hulk3,jpg	3 1	Bruce Banner (WW)	Bruce Banner (WW)	Outwit	690
Avengers	Bruce Banner	Gamma bomb disaster	WW	T16		1	4	5					1							1											1																		hulk3,jpg	4 1	Bruce Banner (WW)	Bruce Banner (WW)	Outwit	691
Avengers	Bruce Banner	Savage Hulk Unleashed	WW	T16	Hulk		5	4			1										1		1																										hulk3,jpg	5 1	Bruce Banner (WW)	Bruce Banner (WW)	Smash	692
Avengers	Bruce Banner	Dangerous testing	WW				6	3					1					1			1			-1														1											hulk3,jpg	2 1	Bruce Banner (WW)	Bruce Banner (WW)	""	693
Avengers	Bruce Banner	Gamma ray experiment	WW				7	1					1								1	1		1														1											hulk3,jpg	1 1	Bruce Banner (WW)	Bruce Banner (WW)	Outwit	694
Champions	Amadeus Cho	Extrapolate	WW				2	5				1								1		1									1																		hulk3,jpg	2 3	Amadeus Cho (WW)	Amadeus Cho (WW)	Outwit	695
Champions	Amadeus Cho	Gamma-draining nanites	WW	T17		1	3	5					1									-1																											hulk3,jpg	3 3	Amadeus Cho (WW)	Amadeus Cho (WW)	""	696
Champions	Amadeus Cho	Like totally Smart Hulk	WW	T17	Hulk		5	5			1										1										1																		hulk3,jpg	4 3	Amadeus Cho (WW)	Amadeus Cho (WW)	Outwit	697
Champions	Amadeus Cho	Renegade genius	WW				6	3					1								1	1									1																		hulk3,jpg	1 3	Amadeus Cho (WW)	Amadeus Cho (WW)	Outwit	698
Champions	Amadeus Cho	Visualize the Variables	WW				8	1					1											1							1							1											hulk3,jpg	10 2	Amadeus Cho (WW)	Amadeus Cho (WW)	Outwit	699
NONE	Happy Hogan	Head of Security	HC				3	5				1								1						-1																							homecoming,jpg	7 1	Happy Hogan (HC)	Happy Hogan (HC)	Coordinate	700
NONE	Happy Hogan	Watchful Eye	HC				4	5				1					1				1																				1								homecoming,jpg	8 1	Happy Hogan (HC)	Happy Hogan (HC)	Danger Sense	701
NONE	Happy Hogan	Loyal Friend	HC				5	3					1								1																												homecoming,jpg	9 1	Happy Hogan (HC)	Happy Hogan (HC)	Coordinate|Striker	702
NONE	Happy Hogan	Asset Management	HC				5	1				1									1																												homecoming,jpg	10 1	Happy Hogan (HC)	Happy Hogan (HC)	Striker	703
Venompool	Carnage	Rending Claws	VE				3	5				1									1	1																											venom2,jpg	4 2	Carnage (VE)	Carnage (VE)	Excessive Violence	704
Venompool	Carnage	Carnivore	VE				4	5			1									1		2																											venom2,jpg	3 2	Carnage (VE)	Carnage (VE)	Digest|Excessive Violence	705
Venompool	Carnage	Gruesome Feast	VE				6	3		1											1																	1											venom2,jpg	2 2	Carnage (VE)	Carnage (VE)	Excessive Violence	706
Venompool	Carnage	Feast or Famine	VE				8	1		1											1																	1											venom2,jpg	1 2	Carnage (VE)	Carnage (VE)	Excessive Violence	707
Venompool	Venompool	Digest that Chimichanga	VE		Deadpool		2	5			1					1					1				1																								venom2,jpg	1 5	Venompool (VE)	Venompool (VE)	Digest	708
Venompool	Venompool	Shenanigans	VE		Deadpool		3	5					1									2																											venom2,jpg	2 5	Venompool (VE)	Venompool (VE)	""	709
Venompool	Venompool	Can I get a little gratitude?	VE		Deadpool		5	3				1													1																								venom2,jpg	10 4	Venompool (VE)	Venompool (VE)	Excessive Violence	710
Venompool	Venompool	Play to the crowd	VE		Deadpool		7	1			1										1				1										1														venom2,jpg	9 4	Venompool (VE)	Venompool (VE)	Digest	711
Venompool	Venomized Dr. Strange	Cauldron of the Cosmos	VE				2	5	1											1		1																											venom,png	10 1	Venomized Dr. Strange (VE)	Venomized Dr. Strange (VE)	Digest	712
Venompool	Venomized Dr. Strange	Secure Timelines	VE				4	5	1					1							1		1	-1																									venom,png	5 1	Venomized Dr. Strange (VE)	Venomized Dr. Strange (VE)	""	713
Venompool	Venomized Dr. Strange	Complete the grand ritual	VE				6	3				1									1								1	1																			venom,png	2 1	Venomized Dr. Strange (VE)	Venomized Dr. Strange (VE)	""	714
Venompool	Venomized Dr. Strange	Crystal of Kadavus	VE				8	1	1												1	1	1												1			1											venom,png	1 1	Venomized Dr. Strange (VE)	Venomized Dr. Strange (VE)	""	715
Venompool	Venom	Devouring Drool	VE				3	5				1					1			1	1																												venom2,jpg	6 1	Venom (VE)	Venom (VE)	Digest	716
Venompool	Venom	Razor Teeth	VE				4	5			1									1	1																												venom2,jpg	5 1	Venom (VE)	Venom (VE)	Excessive Violence	717
Venompool	Venom	Symbiotic Adaptation	VE				6	3				1								1	1																												venom2,jpg	4 1	Venom (VE)	Venom (VE)	""	718
Venompool	Venom	Insatiable Hunger	VE				8	1				1								1	1														1			1											venom2,jpg	3 1	Venom (VE)	Venom (VE)	Digest	719
Venompool	Venom Rocket	Hungry for action	VE				3	5				1									1	1	1																										venom2,jpg	2 1	Venom Rocket (VE)	Venom Rocket (VE)	Digest	720
Venompool	Venom Rocket	Spring the trap	VE				4	5					1								1																												venom2,jpg	1 1	Venom Rocket (VE)	Venom Rocket (VE)	""	721
Venompool	Venom Rocket	Serious overkill	VE				5	3	1												1																	1											venom2,jpg	10 5	Venom Rocket (VE)	Venom Rocket (VE)	Excessive Violence	722
Venompool	Venom Rocket	Ultimate survivor	VE				7	1					1								1																												venom2,jpg	9 5	Venom Rocket (VE)	Venom Rocket (VE)	""	723
Spidermen	Peter Parker, Homecoming	Avenger in Training	HC		Spiderman		2	5				1					1				1			1																	1								homecoming,jpg	10 2	Peter Parker, Homecoming (HC)	Peter Parker, Homecoming (HC)	Wall-Crawl|Danger Sense	724
Spidermen	Peter Parker, Homecoming	Heightened Senses	HC		Spiderman		2	5		1											1	1		-1																	1								homecoming,jpg	1 3	Peter Parker, Homecoming (HC)	Peter Parker, Homecoming (HC)	Danger Sense	725
Spidermen	Peter Parker, Homecoming	Homemade web-shooters	HC		Spiderman		2	3					1					1			1			1																	1								homecoming,jpg	2 3	Peter Parker, Homecoming (HC)	Peter Parker, Homecoming (HC)	Wall-Crawl|Danger Sense	726
Spidermen	Peter Parker, Homecoming	Something is happening	HC		Spiderman		2	1			1										1			1																	1								homecoming,jpg	9 2	Peter Parker, Homecoming (HC)	Peter Parker, Homecoming (HC)	Wall-Crawl|Coordinate|Danger Sense	727
Spidermen	Peter's Allies	Ned	HC				2	5		1					1					1																													homecoming,jpg	6 2	Peter's Allies (HC)	Peter's Allies (HC)	Coordinate	728
Spidermen	Peter's Allies	Michelle	HC				3	5		1										1																													homecoming,jpg	5 2	Peter's Allies (HC)	Peter's Allies (HC)	""	729
Spidermen	Peter's Allies	Liz	HC				6	3				1								1																													homecoming,jpg	7 2	Peter's Allies (HC)	Peter's Allies (HC)	Coordinate	730
Spidermen	Peter's Allies	May Parker	HC				7	1												1															1														homecoming,jpg	8 2	Peter's Allies (HC)	Peter's Allies (HC)	Coordinate	731
Spidermen	High-Tech Spider-Man	Recon Drone Connection	HC		Spiderman		2	5					1								1			1																	1								homecoming,jpg	3 2	High-Tech Spider-Man (HC)	High-Tech Spider-Man (HC)	Wall-Crawl|Danger Sense	732
Spidermen	High-Tech Spider-Man	Advanced Targeting System	HC		Spiderman		2	5		1					1							2		-1																									homecoming,jpg	2 2	High-Tech Spider-Man (HC)	High-Tech Spider-Man (HC)	""	733
Spidermen	High-Tech Spider-Man	Spider-Grip	HC		Spiderman		2	3					1					1			1			1			-1																						homecoming,jpg	4 2	High-Tech Spider-Man (HC)	High-Tech Spider-Man (HC)	Wall-Crawl	734
Spidermen	High-Tech Spider-Man	Friendly Neighborhood	HC		Spiderman		2	1					1								1			1			-1																						homecoming,jpg	1 2	High-Tech Spider-Man (HC)	High-Tech Spider-Man (HC)	Wall-Crawl|Coordinate	735
Avengers	Ant-Man	Ride the Ants	AM				4	5					1					1			1	1																											antman,jpg	2 4	Ant-Man (AM)	Ant-Man (AM)	Size-Changing	736
Avengers	Ant-Man	Risky Science	AM				5	5					1					2			1	1	1																										antman,jpg	1 4	Ant-Man (AM)	Ant-Man (AM)	Size-Changing	737
Avengers	Ant-Man	Giant Ego	AM				6	3			1							1			1	-1																											antman,jpg	10 3	Ant-Man (AM)	Ant-Man (AM)	Size-Changing	738
Avengers	Ant-Man	Pym Particles	AM				9	1					1					2			1																												antman,jpg	9 3	Ant-Man (AM)	Ant-Man (AM)	Size-Changing	739
Avengers	Black Knight	Defend the Weak	AM				3	5			1					1				1																													antman,jpg	8 4	Black Knight (AM)	Black Knight (AM)	""	740
Avengers	Black Knight	Amulet of Avalon	AM				3	5				1									1																												antman,jpg	9 4	Black Knight (AM)	Black Knight (AM)	Empowered	741
Avengers	Black Knight	Flying Steed	AM				6	3		1											1																												antman,jpg	7 4	Black Knight (AM)	Black Knight (AM)	""	742
Avengers	Black Knight	The Ebony Blade	AM				7	1				1									1																												antman,jpg	6 4	Black Knight (AM)	Black Knight (AM)	""	743
Avengers	Jocasta	Creation of Ultron	AM				3	5					1					2			1																												antman,jpg	2 5	Jocasta (AM)	Jocasta (AM)	Empowered	744
Avengers	Jocasta	Reprocess	AM				4	5	1											1																													antman,jpg	3 5	Jocasta (AM)	Jocasta (AM)	""	745
Avengers	Jocasta	Holographic Image Inducer	AM				6	3					1					1				2																											antman,jpg	1 5	Jocasta (AM)	Jocasta (AM)	Size-Changing	746
Avengers	Jocasta	Electromagnetic Eyebeams	AM				7	1	1												1																												antman,jpg	10 4	Jocasta (AM)	Jocasta (AM)	""	747
Avengers	Tony Stark	Genius Billionaire	HC		Iron Man		2	5					1							1	1																												homecoming,jpg	8 3	Tony Stark (HC)	Tony Stark (HC)	Coordinate	748
Avengers	Tony Stark	Stay out of trouble	HC		Iron Man		4	5					1					1			1																				1								homecoming,jpg	9 3	Tony Stark (HC)	Tony Stark (HC)	Coordinate|Danger Sense	749
Avengers	Tony Stark	Little grey area	HC		Iron Man		5	3	1												1														1						1								homecoming,jpg	10 3	Tony Stark (HC)	Tony Stark (HC)	Danger Sense	750
Avengers	Tony Stark	As usual i did all the work	HC		Iron Man		7	1	1												1																												homecoming,jpg	7 3	Tony Stark (HC)	Tony Stark (HC)	Coordinate	751
Avengers	Wasp	Bio-electric sting	AM				3	5		1					2						1																												antman,jpg	3 3	Wasp (AM)	Wasp (AM)	Size-Changing	752
Avengers	Wasp	Tiny winged justice	AM				4	5		1					1					1		1																											antman,jpg	4 3	Wasp (AM)	Wasp (AM)	Size-Changing	753
Avengers	Wasp	Swarm tactics	AM				6	3	1						1						1																												antman,jpg	2 3	Wasp (AM)	Wasp (AM)	Size-Changing	754
Avengers	Wasp	Founding avenger	AM				9	1		1					2						1														2														antman,jpg	1 3	Wasp (AM)	Wasp (AM)	Size-Changing	755
Avengers	Wonder Man	One-hit wonder	AM				2	5			1					2					1	1																											antman,jpg	8 3	Wonder Man (AM)	Wonder Man (AM)	Empowered	756
Avengers	Wonder Man	Ionic energy	AM				4	5	1							2					1																									1			antman,jpg	7 3	Wonder Man (AM)	Wonder Man (AM)	Empowered	757
Avengers	Wonder Man	Absorb ambient power	AM				5	3	1											1	1																					1							antman,jpg	6 3	Wonder Man (AM)	Wonder Man (AM)	""	758
Avengers	Wonder Man	8th wonder of the world	AM				8	1			1			2		2					1																									1			antman,jpg	5 3	Wonder Man (AM)	Wonder Man (AM)	Size-Changing|Empowered	759
NONE	Howard the Duck	Traveling Companion	D				3	5				1								1					1																								sw2,jpg	4 1	Howard the Duck (D)	Howard the Duck (D)	""	760
NONE	Howard the Duck	Rebel without a cause	D				4	5		1											1			-1										-1															sw2,jpg	2 1	Howard the Duck (D)	Howard the Duck (D)	""	761
NONE	Howard the Duck	Right place, wrong time	D				5	3				1									1													-1															sw2,jpg	3 1	Howard the Duck (D)	Howard the Duck (D)	""	762
NONE	Howard the Duck	Interplanetary Visitor	D				7	1					1								1	1	1															1											sw2,jpg	1 1	Howard the Duck (D)	Howard the Duck (D)	""	763
NONE	Man-Thing	Form from ooze	D				2	5			1										1						-1																						sw2,jpg	1 2	Man-Thing (D)	Man-Thing (D)	Teleport	764
NONE	Man-Thing	Burn the fearful	D				4	5				1									1						-1																						sw2,jpg	2 2	Man-Thing (D)	Man-Thing (D)	""	765
NONE	Man-Thing	Travel the nexus of realities	D				5	3		1										1							1																						sw2,jpg	3 2	Man-Thing (D)	Man-Thing (D)	Teleport	766
NONE	Man-Thing	Eternity of Solitude	D				7	1			1					1					1																												sw2,jpg	4 2	Man-Thing (D)	Man-Thing (D)	""	767
Avengers	Squirrel Girl	Find tiny friends	D				2	5				1										1																											dimensions,jpg	3 4	Squirrel Girl (D)	Squirrel Girl (D)	Switcheroo|Investigate	768
Avengers	Squirrel Girl	Nut Punch	D				3	5				1					1				1									1																			dimensions,jpg	2 4	Squirrel Girl (D)	Squirrel Girl (D)	Switcheroo	769
Avengers	Squirrel Girl	Squirrelgility	D				4	3		1											1																												dimensions,jpg	1 4	Squirrel Girl (D)	Squirrel Girl (D)	Switcheroo	770
Avengers	Squirrel Girl	Unbeatable Squirrel Girl	D				8	1				1					2				1																												dimensions,jpg	10 3	Squirrel Girl (D)	Squirrel Girl (D)	Switcheroo	771
Marvel Knights	Jessica Jones	Alter Ego	D				3	5			1										1									1																			dimensions,jpg	9 2	Jessica Jones (D)	Jessica Jones (D)	Switcheroo	772
Marvel Knights	Jessica Jones	Alias Investigations	D				4	5		1											1	1																											dimensions,jpg	8 2	Jessica Jones (D)	Jessica Jones (D)	Switcheroo|Investigate	773
Marvel Knights	Jessica Jones	Crack the case	D				5	3			1									1		1																1											dimensions,jpg	7 2	Jessica Jones (D)	Jessica Jones (D)	Switcheroo|Investigate	774
Marvel Knights	Jessica Jones	Uncover hidden evil	D				7	1		1					1						1																				1								dimensions,jpg	6 2	Jessica Jones (D)	Jessica Jones (D)	Investigate	775
Avengers	Ms. America	Star Power	D				3	5			1					1					1																												dimensions,jpg	7 3	Ms. America (D)	Ms. America (D)	Teleport	776
Avengers	Ms. America	Search parallel dimensions	D				4	5	1											1															1														dimensions,jpg	6 3	Ms. America (D)	Ms. America (D)	Investigate|Teleport	777
Avengers	Ms. America	Kick a hole in reality	D				6	3			1					1					1			-1														1											dimensions,jpg	5 3	Ms. America (D)	Ms. America (D)	Teleport	778
Avengers	Ms. America	Hyper-cosmic awareness	D				7	1		1											1	-1																											dimensions,jpg	4 3	Ms. America (D)	Ms. America (D)	""	779
Avengers	Scarlet Witch	Hex Bolt	R				2	5	1					1							1		1	-1																									rev4,png	8 4	Scarlet Witch (R)	Scarlet Witch (R)	""	780
Avengers	Scarlet Witch	Alter Reality	R				3	5		1					1				2	1				1																									rev4,png	3 4	Scarlet Witch (R)	Scarlet Witch (R)	Dark Memories	781
Avengers	Scarlet Witch	Chaos Magic	R				4	3		1																																						Depends on top hero deck	rev4,png	10 3	Scarlet Witch (R)	Scarlet Witch (R)	""	782
Avengers	Scarlet Witch	Warp time and space	R				7	1		1									2		1														2													Depends on top hero deck	rev4,png	9 3	Scarlet Witch (R)	Scarlet Witch (R)	Dark Memories	783
Avengers	Quicksilver	Too fast to see	R				3	5				1					1			1	1			-1																									rev4,png	1 2	Quicksilver (R)	Quicksilver (R)	Hyperspeed	784
Avengers	Quicksilver	Perpetual Motion	R				4	5			1					1					1			-1																									rev4,png	5 1	Quicksilver (R)	Quicksilver (R)	Hyperspeed	785
Avengers	Quicksilver	Jittery Impatience	R				6	3				1					1			1	1		1	1														1											rev4,png	2 1	Quicksilver (R)	Quicksilver (R)	""	786
Avengers	Quicksilver	Around the world punch	R				8	1			1										1														2														rev4,png	1 1	Quicksilver (R)	Quicksilver (R)	Hyperspeed	787
Avengers	War Machine	Simulated Target Practice	R				3	5					1					1			1				1												1												rev,png	1 2	War Machine (R)	War Machine (R)	""	788
Avengers	War Machine	Military-Industrial Complex	R				4	5					1							1	1																												rev,png	5 1	War Machine (R)	War Machine (R)	""	789
Avengers	War Machine	Hypersonic Cannon	R				5	3	1					1										-1														1											rev,png	2 1	War Machine (R)	War Machine (R)	Hyperspeed	790
Avengers	War Machine	Overwhelming Firepower	R				8	1					1								1	2			1																								rev,png	1 1	War Machine (R)	War Machine (R)	""	791
Avengers	Photon	Infrared Conversion	R				3	5	1													2	1																										rev3,png	2 6	Photon (R)	Photon (R)	""	792
Avengers	Photon	Ultraviolet Radiation	R				4	5	1					1							1		1	-1																									rev3,png	7 5	Photon (R)	Photon (R)	Hyperspeed	793
Avengers	Photon	Light the Way	R				6	3		1											1		-1																										rev3,png	4 5	Photon (R)	Photon (R)	""	794
Avengers	Photon	Coruscating Vengeance	R				8	1	1												1														2														rev3,png	3 5	Photon (R)	Photon (R)	Last Stand	795
Avengers	Ronin	Mysterious Identity	R				3	5		1									-1		1																												rev4,png	4 3	Ronin (R)	Ronin (R)	""	796
Avengers	Ronin	Storm of Arrows	R				4	5	1					1							1	1		-1																									rev4,png	9 2	Ronin (R)	Ronin (R)	Hyperspeed	797
Avengers	Ronin	Haunted by Loss	R				5	3				1					1		2		1																												rev4,png	6 2	Ronin (R)	Ronin (R)	Dark Memories	798
Avengers	Ronin	Brooding Fury	R				7	1			1					1			2		1																												rev4,png	5 2	Ronin (R)	Ronin (R)	Dark Memories	799
Avengers	Darkhawk	Balance the Darkforce	R				3	5					1					1		1	1	1																											rev3,png	4 3	Darkhawk (R)	Darkhawk (R)	""	800
Avengers	Darkhawk	Hawk Dive	R				4	5		1										1	1			-1																									rev3,png	9 2	Darkhawk (R)	Darkhawk (R)	Hyperspeed	801
Avengers	Darkhawk	Travel to Nullspace	R				6	3					1							1	1																					1							rev3,png	6 2	Darkhawk (R)	Darkhawk (R)	""	802
Avengers	Darkhawk	Warflight	R				7	1					1					2		1	1			-1																		1							rev3,png	5 2	Darkhawk (R)	Darkhawk (R)	Hyperspeed	803
Avengers	Hellcat	Catlike Agility	R				2	5				1					1				1	1																											rev3,png	8 4	Hellcat (R)	Hellcat (R)	""	804
Avengers	Hellcat	Part-Time PI	R				3	5				1					1			1		1		1																	1								rev3,png	3 4	Hellcat (R)	Hellcat (R)	""	805
Avengers	Hellcat	Demon Sight	R				5	3		1											1														1						1								rev3,png	10 3	Hellcat (R)	Hellcat (R)	""	806
Avengers	Hellcat	Second chance at life	R				8	1				1									1	2																										Can stop master strikes and twists	rev3,png	9 3	Hellcat (R)	Hellcat (R)	""	807
Avengers	Speed	Accelerate	R				2	5				1					1				1			-1																									rev4,png	2 6	Speed (R)	Speed (R)	Hyperspeed	808
Avengers	Speed	Speedy Delivery	R				4	5				1								1	1			1																									rev4,png	7 5	Speed (R)	Speed (R)	""	809
Avengers	Speed	Race to the rescue	R				5	3		1											1			-1																									rev4,png	4 5	Speed (R)	Speed (R)	""	810
Avengers	Speed	Break the sound barrier	R				8	1	1						1						1	2		1																									rev4,png	3 5	Speed (R)	Speed (R)	Hyperspeed	811
SHIELD	Captain Marvel, Agent of S.H.I.E.L.D.	The Sword of SHIELD	R				3	5			1									1		1													2														rev3,png	10 1	Captain Marvel, Agent of S.H.I.E.L.D. (R)	Captain Marvel, Agent of S.H.I.E.L.D. (R)	""	812
SHIELD	Captain Marvel, Agent of S.H.I.E.L.D.	Radiant Blast	R				4	5	1												1	-1																											rev3,png	5 1	Captain Marvel, Agent of S.H.I.E.L.D. (R)	Captain Marvel, Agent of S.H.I.E.L.D. (R)	""	813
SHIELD	Captain Marvel, Agent of S.H.I.E.L.D.	Dominate the battlefield	R				3	3	1					1							1																												rev3,png	2 1	Captain Marvel, Agent of S.H.I.E.L.D. (R)	Captain Marvel, Agent of S.H.I.E.L.D. (R)	Last Stand	814
SHIELD	Captain Marvel, Agent of S.H.I.E.L.D.	Higher, Further, Faster	R				7	1			1					2					1	2																											rev3,png	1 1	Captain Marvel, Agent of S.H.I.E.L.D. (R)	Captain Marvel, Agent of S.H.I.E.L.D. (R)	Last Stand	815
SHIELD	Agent Phil Coulson	Impeccable Planning	AOS				3	5		1											1																										-1		shield,png	10 1	Agent Phil Coulson (AOS)	Agent Phil Coulson (AOS)	SHIELD Level	816
SHIELD	Agent Phil Coulson	Build the Strike Team	AOS				4	5		1					1						1																										1		shield,png	5 1	Agent Phil Coulson (AOS)	Agent Phil Coulson (AOS)	Undercover	817
SHIELD	Agent Phil Coulson	Approve Orbital Strike	AOS				6	3					1								1																										1		shield,png	2 1	Agent Phil Coulson (AOS)	Agent Phil Coulson (AOS)	Undercover|SHIELD Level	818
SHIELD	Agent Phil Coulson	Fake but inspiring death	AOS				8	1		1											1																	-1									1		shield,png	1 1	Agent Phil Coulson (AOS)	Agent Phil Coulson (AOS)	SHIELD Level|Undercover	819
SHIELD	Mockingbird	Take Cover	AOS				3	5				1					1			1			1	1																							1		shield,png	8 4	Mockingbird (AOS)	Mockingbird (AOS)	Undercover	820
SHIELD	Mockingbird	Battle Staves	AOS				4	5				1									1	1																									-1		shield,png	3 4	Mockingbird (AOS)	Mockingbird (AOS)	SHIELD Level	821
SHIELD	Mockingbird	Spymaster	AOS				5	3		1											1																										1		shield,png	10 3	Mockingbird (AOS)	Mockingbird (AOS)	Undercover|SHIELD Level	822
SHIELD	Mockingbird	Infinity Formula	AOS				7	1					1							1	1	1																									1		shield,png	9 3	Mockingbird (AOS)	Mockingbird (AOS)	Undercover|SHIELD Level	823
SHIELD	Quake	Aftershock	AOS				4	5	1												1																										-1		shield,png	2 6	Quake (AOS)	Quake (AOS)	SHIELD Level	824
SHIELD	Quake	Going Underground	AOS				3	5	1					1						1																											1		shield,png	7 5	Quake (AOS)	Quake (AOS)	Undercover	825
SHIELD	Quake	Tectonic Wave	AOS				6	3		1											1																										1		shield,png	4 5	Quake (AOS)	Quake (AOS)	SHIELD Level|Undercover	826
SHIELD	Quake	Roil the Earth	AOS				7	1	1												1																									1	1		shield,png	3 5	Quake (AOS)	Quake (AOS)	Undercover|SHIELD Level	827
SHIELD	Deathlok	Authorize lethal force	AOS				2	5					1								1	1																									-1		shield,png	9 2	Deathlok (AOS)	Deathlok (AOS)	SHIELD Level	828
SHIELD	Deathlok	Reanimate into service	AOS				4	5					1					1			1																										1		shield,png	4 3	Deathlok (AOS)	Deathlok (AOS)	Undercover	829
SHIELD	Deathlok	Headlok	AOS				5	3			1									1	1																										1		shield,png	6 2	Deathlok (AOS)	Deathlok (AOS)	SHIELD Level|Undercover	830
SHIELD	Deathlok	Behind enemy lines	AOS				8	1		1										1	1																										1		shield,png	5 2	Deathlok (AOS)	Deathlok (AOS)	SHIELD Level|Undercover	831
Heroes of Asgard	Thor	Test of Virtue	HOA				3	5	1											1	1																												hoa,png	9 4	Thor (HOA)	Thor (HOA)	Worthy	832
Heroes of Asgard	Thor	Divine Lightning	HOA				5	5	1												1																												hoa,png	8 4	Thor (HOA)	Thor (HOA)	Worthy	833
Heroes of Asgard	Thor	Mjolnir	HOA				4	3			1			2																										1									hoa,png	10 4	Thor (HOA)	Thor (HOA)	Worthy|Thrown Artifact	834
Heroes of Asgard	Thor	Royal Decree	HOA				8	1	1												1	1													1														hoa,png	7 4	Thor (HOA)	Thor (HOA)	Worthy	835
Heroes of Asgard	Beta Ray Bill	Hope of the korbinites	HOA				1	5			1									1			1																										hoa,png	2 4	Beta Ray Bill (HOA)	Beta Ray Bill (HOA)	Worthy	836
Heroes of Asgard	Beta Ray Bill	Bio-engineered cyborg	HOA				5	5					1								1	1	1																										hoa,png	10 3	Beta Ray Bill (HOA)	Beta Ray Bill (HOA)	""	837
Heroes of Asgard	Beta Ray Bill	Stormbreaker	HOA				4	3	1														-1																	1									hoa,png	1 4	Beta Ray Bill (HOA)	Beta Ray Bill (HOA)	Worthy|Thrown Artifact	838
Heroes of Asgard	Beta Ray Bill	The warship skuttlebutt	HOA				8	1					1								1	2	-1																										hoa,png	9 3	Beta Ray Bill (HOA)	Beta Ray Bill (HOA)	""	839
Heroes of Asgard	Valkyrie	Dragonfang	HOA				3	5			1																-1													1									hoa,png	8 5	Valkyrie (HOA)	Valkyrie (HOA)	Thrown Artifact|Conqueror	840
Heroes of Asgard	Valkyrie	Flying Stallion	HOA				4	5				1									1		1				-1																						hoa,png	7 5	Valkyrie (HOA)	Valkyrie (HOA)	Conqueror	841
Heroes of Asgard	Valkyrie	Usher to Valhalla	HOA				6	3		1											1						-1								1			1											hoa,png	6 5	Valkyrie (HOA)	Valkyrie (HOA)	Conqueror	842
Heroes of Asgard	Valkyrie	Ride of the Valkyries	HOA				7	1				1					1				1						-1											-1											hoa,png	5 5	Valkyrie (HOA)	Valkyrie (HOA)	Conqueror	843
Heroes of Asgard	Lady Sif	Dimensional Blade	HOA				2	5				1																												1									hoa,png	5 4	Lady Sif (HOA)	Lady Sif (HOA)	Thrown Artifact	844
Heroes of Asgard	Lady Sif	Weapons Master	HOA				5	5				1																												-1									hoa,png	4 4	Lady Sif (HOA)	Lady Sif (HOA)	""	845
Heroes of Asgard	Lady Sif	Winged Helm	HOA				3	3			1											2				-1														1									hoa,png	6 4	Lady Sif (HOA)	Lady Sif (HOA)	Thrown Artifact	846
Heroes of Asgard	Lady Sif	Golden Apples of Idunn	HOA				7	1		1																												1		1									hoa,png	3 4	Lady Sif (HOA)	Lady Sif (HOA)	Thrown Artifact	847
Heroes of Asgard	The Warriors Three	Fandral the Dashing	HOA				3	5				1			1						1	1					1																						hoa,png	3 5	The Warriors Three (HOA)	The Warriors Three (HOA)	""	848
Heroes of Asgard	The Warriors Three	Hogun the Grim	HOA				4	5		1						1				1																		1											hoa,png	4 5	The Warriors Three (HOA)	The Warriors Three (HOA)	""	849
Heroes of Asgard	The Warriors Three	Volstagg the Valiant	HOA				6	3			1						1				1						-1																						hoa,png	2 5	The Warriors Three (HOA)	The Warriors Three (HOA)	Conqueror	850
Heroes of Asgard	The Warriors Three	Three Stand as One	HOA				8	1			1										1						-1								1														hoa,png	1 5	The Warriors Three (HOA)	The Warriors Three (HOA)	Conqueror	851
X-Men	Sunspot	Absorb Radiation	NM				2	5	1											1		1																								1			newmutants,png	3 1	Sunspot (NM)	Sunspot (NM)	Moonlight|Sunlight	852
X-Men	Sunspot	Solar-powered	NM				4	5			1										1																												newmutants,png	4 1	Sunspot (NM)	Sunspot (NM)	Sunlight	853
X-Men	Sunspot	Thermokinetic Fury	NM				6	3	1												1														2														newmutants,png	2 1	Sunspot (NM)	Sunspot (NM)	Sunlight	854
X-Men	Sunspot	Empyreal Force	NM				8	1			1										1																									1			newmutants,png	1 1	Sunspot (NM)	Sunspot (NM)	Sunlight	855
X-Men	Wolfsbane	Wolf Out	NM				3	5				1								1		1																								1			newmutants,png	1 2	Wolfsbane (NM)	Wolfsbane (NM)	Sunlight|Moonlight	856
X-Men	Wolfsbane	Night Vision	NM				3	5			1										1		1	1																									newmutants,png	2 2	Wolfsbane (NM)	Wolfsbane (NM)	Moonlight	857
X-Men	Wolfsbane	Howl at the Moon	NM				5	3		1											1			1														1											newmutants,png	10 1	Wolfsbane (NM)	Wolfsbane (NM)	Moonlight	858
